comm24,baseTime,hrs,output
3,15,24,1
0,62,24,0
0,72,24,0
1,72,24,0
0,31,24,1
0,37,24,0
0,55,24,0
5,16,24,0
0,66,24,0
0,34,24,0
0,61,24,0
0,69,24,0
0,12,24,0
0,38,24,0
2,36,24,0
1,23,24,0
19,16,24,2
6,4,24,2
0,39,24,0
5,20,24,1
1,37,24,0
3,22,24,1
4,33,24,1
0,48,24,0
2,34,24,0
0,35,24,0
0,46,24,0
0,66,24,0
0,65,24,0
3,28,24,1
0,59,24,0
4,32,24,0
1,58,24,0
23,9,24,8
0,56,24,0
0,37,24,1
0,52,24,0
0,44,24,0
11,29,24,1
1,5,24,2
21,26,24,1
4,35,24,0
12,23,24,0
0,67,24,0
0,19,24,0
1,45,24,0
0,58,24,2
10,15,24,0
0,63,24,0
0,61,24,0
0,67,24,0
6,5,24,2
5,23,24,0
0,50,24,0
6,19,24,0
6,12,24,0
7,9,24,2
3,13,24,0
0,66,24,0
1,37,24,0
0,70,24,0
0,51,24,0
0,57,24,0
7,24,24,0
4,8,24,3
1,54,24,0
4,1,24,3
0,0,24,15
0,30,24,0
3,18,24,1
10,35,24,0
0,49,24,1
1,44,24,1
0,59,24,0
0,55,24,0
0,57,24,0
3,11,24,0
1,15,24,0
3,18,24,1
0,57,24,0
1,53,24,0
0,40,24,0
2,28,24,0
2,53,24,1
2,29,24,0
3,9,24,0
5,18,24,4
0,60,24,0
0,56,24,0
4,21,24,0
3,26,24,0
4,8,24,2
0,62,24,0
3,27,24,1
0,52,24,0
1,28,24,0
1,62,24,0
2,10,24,0
1,57,24,1
0,0,24,11
7,20,24,0
0,60,24,0
3,23,24,0
10,11,24,3
0,58,24,0
3,16,24,1
2,3,24,1
1,28,24,0
3,17,24,1
1,43,24,0
0,50,24,1
1,64,24,0
3,5,24,2
0,50,24,0
0,62,24,0
1,33,24,1
2,14,24,1
0,10,24,0
0,18,24,0
0,4,24,0
0,30,24,0
0,19,24,0
0,18,24,0
0,11,24,0
0,46,24,0
0,35,24,0
1,16,24,0
1,13,24,0
0,63,24,0
0,22,24,0
1,24,24,0
0,46,24,2
8,71,24,4
14,50,24,8
13,35,24,0
0,52,24,2
48,15,24,4
12,15,24,1
8,58,24,2
52,2,24,24
36,40,24,6
2,55,24,0
15,49,24,8
17,72,24,8
3,69,24,1
1,65,24,0
22,36,24,1
6,53,24,0
2,55,24,1
30,33,24,4
10,57,24,1
2,48,24,2
1,30,24,2
1,46,24,0
2,48,24,0
44,16,24,8
46,16,24,5
0,58,24,1
551,1,24,832
9,39,24,0
36,40,24,1
4,37,24,1
3,28,24,1
0,65,24,0
0,44,24,0
10,19,24,5
0,46,24,0
1,58,24,0
0,45,24,1
29,16,24,1
1,52,24,0
21,22,24,0
10,23,24,1
0,71,24,0
6,23,24,0
0,67,24,0
1,53,24,0
0,65,24,0
6,16,24,0
8,2,24,5
2,26,24,0
19,20,24,2
0,67,24,1
12,3,24,2
0,69,24,0
2,34,24,0
9,2,24,3
0,0,24,12
7,5,24,3
0,42,24,0
0,64,24,0
17,22,24,0
1,34,24,0
0,34,24,0
0,48,24,0
0,21,24,0
4,23,24,1
9,27,24,0
0,42,24,0
3,30,24,0
5,6,24,3
19,24,24,3
6,10,24,3
0,22,24,0
0,46,24,0
0,51,24,0
1,31,24,0
0,58,24,0
0,65,24,0
0,48,24,0
5,17,24,0
12,11,24,2
8,18,24,1
0,49,24,0
0,37,24,0
0,52,24,0
0,65,24,0
12,6,24,21
0,60,24,0
4,41,24,1
2,66,24,1
2,40,24,0
1,71,24,0
3,24,24,1
27,17,24,8
1,39,24,1
0,44,24,0
0,41,24,0
38,14,24,13
0,57,24,0
7,38,24,2
2,52,24,0
0,62,24,0
15,8,24,3
0,65,24,0
0,67,24,1
10,33,24,1
1,57,24,1
0,61,24,0
5,6,24,3
2,71,24,0
0,61,24,0
0,0,24,20
0,63,24,0
2,48,24,1
14,24,24,2
12,40,24,3
0,70,24,1
0,67,24,0
3,4,24,0
2,37,24,0
0,57,24,0
0,69,24,0
3,16,24,1
14,18,24,1
0,63,24,2
0,48,24,0
25,23,24,3
4,35,24,0
0,58,24,0
3,35,24,0
6,7,24,1
2,52,24,1
1,65,24,0
9,38,24,1
0,54,24,0
9,30,24,1
6,37,24,0
4,58,24,0
1,54,24,0
9,6,24,2
33,9,24,3
0,66,24,0
2,31,24,1
25,29,24,1
16,12,24,4
19,12,24,5
5,36,24,0
0,67,24,0
0,61,24,0
0,53,24,0
7,35,24,4
1,58,24,0
29,13,24,5
51,14,24,17
4,26,24,0
14,19,24,0
0,70,24,0
20,10,24,1
3,31,24,0
3,44,24,3
5,53,24,1
1,68,24,0
1,55,24,0
3,11,24,3
11,13,24,2
4,42,24,1
11,22,24,0
19,2,24,24
0,53,24,0
43,21,24,1
0,37,24,0
5,17,24,0
1,50,24,0
10,32,24,0
0,50,24,0
8,3,24,6
1,49,24,1
27,12,24,4
15,14,24,3
16,22,24,3
14,29,24,0
3,51,24,0
0,28,24,0
11,3,24,19
0,66,24,0
6,1,24,3
0,54,24,0
2,8,24,0
1,26,24,0
0,17,24,0
0,40,24,0
0,63,24,0
0,23,24,0
0,41,24,0
0,31,24,0
0,53,24,0
0,22,24,0
1,72,24,1
0,34,24,0
0,42,24,0
0,54,24,0
0,59,24,0
2,20,24,0
0,72,24,0
0,68,24,0
0,71,24,0
2,23,24,0
0,2,24,0
3,28,24,0
0,53,24,0
0,45,24,0
0,24,24,0
0,12,24,0
0,48,24,0
0,39,24,0
0,2,24,2
0,68,24,0
1,5,24,1
2,17,24,0
0,53,24,0
1,32,24,0
0,47,24,0
0,56,24,0
1,37,24,0
0,39,24,0
0,34,24,0
0,41,24,0
0,32,24,0
0,1,24,0
1,17,24,0
36,26,24,3
29,17,24,6
51,38,24,6
22,38,24,1
68,47,24,17
145,7,24,127
55,43,24,9
70,36,24,5
11,64,24,6
12,57,24,4
160,38,24,15
65,39,24,11
8,67,24,3
128,5,24,173
4,60,24,8
88,1,24,261
369,29,24,31
1,62,24,2
34,45,24,3
544,24,24,60
257,3,24,408
147,24,24,9
32,42,24,1
507,20,24,113
15,4,24,3
18,12,24,5
12,33,24,0
8,3,24,4
8,16,24,0
23,5,24,5
0,67,24,0
2,32,24,1
3,42,24,0
1,44,24,0
3,35,24,1
39,5,24,22
0,0,24,33
0,69,24,0
10,21,24,0
0,66,24,0
4,36,24,1
4,16,24,0
1,60,24,0
2,22,24,0
7,8,24,2
0,49,24,0
4,15,24,0
2,72,24,1
6,25,24,4
9,14,24,2
0,33,24,0
10,35,24,1
4,12,24,1
25,13,24,5
0,45,24,2
0,46,24,1
5,10,24,0
10,9,24,0
1,41,24,0
0,30,24,0
5,13,24,0
0,64,24,0
0,46,24,0
0,63,24,0
0,47,24,0
2,4,24,0
0,29,24,0
15,7,24,0
11,13,24,1
3,32,24,0
9,20,24,9
0,36,24,0
0,52,24,0
6,10,24,2
1,66,24,0
30,16,24,16
8,20,24,0
4,20,24,0
0,38,24,0
86,20,24,34
120,14,24,11
0,56,24,0
0,0,24,11
1,39,24,6
6,16,24,7
3,42,24,0
0,50,24,0
1,34,24,0
4,33,24,0
0,63,24,0
7,21,24,1
14,3,24,9
13,16,24,1
3,51,24,0
15,6,24,3
1,42,24,0
2,44,24,0
17,24,24,1
0,35,24,0
0,66,24,0
9,25,24,0
23,8,24,8
12,24,24,0
0,52,24,0
10,54,24,3
12,62,24,0
0,72,24,0
1,56,24,0
4,3,24,6
137,18,24,10
0,59,24,0
0,60,24,0
0,65,24,0
0,1,24,5
12,17,24,0
0,47,24,0
7,33,24,2
62,10,24,13
4,16,24,2
0,48,24,1
4,40,24,0
0,59,24,0
6,63,24,1
3,51,24,0
2,52,24,1
25,19,24,6
12,7,24,0
151,29,24,46
0,60,24,0
4,22,24,0
0,59,24,0
39,39,24,18
316,10,24,313
22,33,24,3
1,62,24,1
135,12,24,20
19,60,24,1
428,12,24,121
4,59,24,2
9,56,24,2
411,19,24,81
42,42,24,14
7,49,24,0
0,66,24,1
81,41,24,21
119,6,24,84
1,70,24,1
32,16,24,11
14,1,24,36
63,14,24,28
482,17,24,159
184,27,24,37
4,41,24,2
136,26,24,66
172,26,24,51
3,43,24,0
16,35,24,4
83,53,24,5
29,21,24,10
65,9,24,60
130,14,24,16
50,12,24,23
1,66,24,2
51,56,24,7
66,5,24,66
12,41,24,2
319,18,24,100
164,35,6,30
0,69,24,0
2,30,24,0
0,63,24,0
1,51,24,0
1,72,24,0
4,40,24,0
100,17,24,2
1,31,24,0
0,47,24,0
0,2,24,0
0,46,24,0
0,21,24,0
0,32,24,0
0,47,24,1
0,64,24,0
1,27,24,0
0,4,24,0
84,13,24,7
0,72,24,0
2,58,24,0
0,62,24,0
0,38,24,1
0,8,24,0
0,70,24,0
0,27,24,0
0,53,24,0
0,45,24,0
2,16,24,0
0,11,24,0
0,20,24,0
0,7,24,0
0,56,24,0
4,54,24,0
2,68,24,0
1,54,24,0
28,12,24,4
4,47,24,0
4,51,24,1
0,28,24,0
0,38,24,0
0,35,24,0
0,20,24,1
4,23,24,0
8,7,24,2
0,30,24,0
0,65,24,0
0,15,24,0
0,53,24,1
11,1,24,39
1,43,20,0
0,43,18,0
1,54,4,0
0,0,24,33
53,18,24,5
91,11,24,9
1,8,24,0
2,27,23,0
0,48,2,0
1,13,24,0
0,49,1,0
0,39,11,0
4,29,21,0
3,36,4,0
33,20,19,1
0,48,24,0
0,53,24,1
0,69,24,0
1,54,24,0
5,39,24,1
0,0,24,5
43,14,24,7
7,28,24,0
0,72,24,0
3,24,24,0
0,68,24,0
1,70,24,0
1,62,24,0
13,5,24,8
6,14,24,1
0,47,24,1
70,17,24,4
0,66,24,0
36,1,24,20
24,4,24,7
3,36,24,0
36,36,24,3
25,6,24,8
53,8,24,7
9,9,24,1
1,67,24,0
22,3,24,18
4,49,24,2
2,67,24,0
1,57,24,0
10,35,24,3
25,34,24,2
8,30,24,2
31,20,24,3
3,53,24,0
0,0,24,35
12,37,24,0
32,17,24,7
2,51,24,1
23,22,24,1
0,49,24,0
1,57,24,0
0,58,24,0
19,26,24,2
19,8,24,6
8,42,24,2
124,2,24,95
9,49,24,2
1,55,24,0
99,28,24,8
2,72,24,0
1,60,24,0
46,13,24,13
8,33,24,7
3,57,24,7
15,26,24,4
0,0,24,40
4,54,24,1
3,40,24,2
33,5,24,12
13,33,24,4
6,46,24,2
4,48,24,2
3,65,24,0
2,45,24,1
1,58,24,0
87,24,24,5
1,59,24,2
1,64,24,0
1,56,24,1
4,60,24,2
102,1,24,142
7,62,24,0
34,31,24,7
70,23,24,4
79,22,24,6
5,36,24,0
2,60,24,0
4,48,24,0
0,0,24,43
0,54,24,0
3,39,24,2
4,44,24,0
0,68,24,0
39,15,24,5
2,49,24,0
37,10,24,5
51,13,24,4
1,58,24,0
13,3,24,5
0,56,24,0
3,59,24,1
4,60,24,0
10,29,24,2
36,13,24,5
6,41,24,3
1,55,24,0
8,41,24,1
16,27,24,0
2,62,24,0
0,53,24,0
111,28,24,15
2,47,24,0
40,17,24,4
29,10,24,7
0,61,24,0
28,5,24,13
0,67,24,0
23,6,24,10
79,12,24,2
3,43,24,0
62,9,24,45
10,37,24,0
19,12,24,0
27,26,24,2
0,55,24,1
26,29,24,2
10,43,24,2
57,5,24,13
31,17,24,0
4,40,24,4
10,34,24,0
42,12,24,3
1,72,24,0
2,70,24,0
2,64,24,2
13,39,24,1
6,34,24,0
31,21,24,0
2,41,24,1
7,47,24,2
54,32,24,3
28,20,24,1
7,38,24,0
1,58,24,0
7,39,24,3
57,13,24,4
0,70,24,1
2,71,24,1
32,24,24,0
1,49,24,1
22,14,24,5
3,63,24,1
0,55,24,0
2,59,24,0
155,16,24,7
0,0,24,81
69,21,24,3
1,59,24,0
0,0,24,144
12,10,24,6
3,36,24,3
10,38,24,2
21,42,24,3
0,72,24,0
25,18,24,1
41,28,24,3
0,61,24,0
21,11,24,7
5,58,24,4
22,12,24,3
31,34,24,5
0,65,24,0
3,38,24,1
12,43,24,3
3,53,24,0
85,19,24,13
10,28,24,0
1,49,24,0
28,15,24,6
5,60,24,0
2,52,24,1
73,8,24,13
35,19,24,2
16,26,24,2
0,68,24,0
31,31,24,2
0,60,24,0
0,47,24,0
32,21,24,3
8,40,24,0
3,42,24,0
73,35,24,1
5,35,24,1
25,27,24,1
1,62,24,0
21,2,24,24
0,69,24,2
0,45,24,0
3,43,24,1
0,57,24,0
12,20,24,6
100,28,24,7
0,49,24,1
136,12,24,28
51,2,24,40
2,43,24,0
39,18,24,4
43,21,24,9
8,33,24,2
18,37,24,1
2,38,24,0
7,3,24,3
2,51,24,0
4,56,24,0
15,9,24,7
16,25,24,1
17,31,24,1
8,63,24,0
46,39,24,24
43,4,24,26
5,51,24,2
3,63,24,1
33,50,24,1
67,56,24,12
22,51,24,3
3,26,24,1
366,8,24,115
468,23,24,42
47,38,24,15
7,47,10,1
13,36,4,0
17,11,24,6
0,43,24,0
0,3,24,1
0,57,24,0
4,10,24,2
15,24,24,0
2,17,24,0
1,4,24,0
0,47,24,0
7,15,24,2
6,29,24,0
0,72,24,0
0,51,24,0
0,71,24,0
2,23,24,3
7,3,24,3
1,19,24,0
4,22,24,0
2,38,24,1
1,67,24,0
10,20,24,1
16,23,24,1
0,37,24,0
1,31,24,0
0,51,24,0
1,20,24,0
6,24,24,0
3,10,24,0
0,42,24,0
0,54,24,0
0,52,24,0
0,4,24,0
0,66,24,0
2,17,24,1
0,28,24,0
0,18,24,0
0,61,24,0
3,8,24,0
0,66,24,0
0,71,24,0
5,3,24,0
0,53,24,0
0,33,24,0
1,30,24,0
0,54,24,0
2,4,24,0
0,55,24,0
0,69,24,0
0,54,24,0
0,66,24,0
0,67,24,0
1,18,24,0
0,23,24,0
0,50,24,0
1,17,24,0
0,70,24,0
0,36,24,0
0,0,24,0
0,1,24,0
0,22,24,0
0,6,24,0
0,54,24,0
0,46,24,0
1,20,24,0
0,52,24,0
0,30,24,0
4,25,24,0
7,15,24,5
0,44,24,0
1,26,24,0
0,17,24,0
0,9,24,0
0,68,24,0
0,57,24,0
0,23,24,0
0,28,24,0
0,33,24,0
0,36,24,0
0,45,24,0
0,62,1,0
17,64,24,23
19,68,24,9
379,19,24,102
101,43,24,20
220,27,24,18
232,24,24,14
4,53,24,3
25,2,24,50
9,56,24,9
178,34,24,34
64,43,24,12
10,63,24,2
17,58,24,9
123,8,24,89
198,2,24,368
208,22,24,28
1,55,24,2
130,29,24,18
195,8,24,61
9,52,24,0
296,18,24,132
21,49,24,0
4,70,24,1
14,45,24,2
168,28,24,21
129,11,24,82
151,19,24,28
41,32,24,3
224,22,24,49
10,14,24,4
1,55,24,0
76,17,24,16
1,57,24,0
0,61,24,0
17,17,24,7
10,5,24,23
0,0,24,12
5,5,24,11
4,44,24,0
1,60,24,0
2,47,24,0
4,38,24,0
2,67,24,0
16,20,24,3
0,69,24,0
7,2,24,20
3,1,24,13
14,20,24,2
12,20,24,4
6,70,24,7
26,8,24,14
33,5,24,23
74,36,24,14
7,59,24,1
106,10,24,54
35,32,24,2
95,28,24,21
136,13,24,22
2,58,24,3
101,37,24,3
27,63,24,11
4,71,24,0
58,42,24,10
71,50,24,11
257,26,24,38
39,31,24,3
78,5,24,90
27,27,24,7
10,56,24,3
8,54,24,1
6,56,24,4
2,70,24,0
31,5,24,16
2,69,24,2
166,4,24,97
7,48,24,0
88,18,24,5
0,69,24,1
27,26,24,6
4,64,24,0
10,41,24,2
197,16,24,16
65,14,24,9
31,39,24,0
5,52,24,0
18,31,24,2
33,50,24,4
5,51,24,2
20,19,24,3
5,43,24,2
172,25,24,50
0,49,24,0
16,6,24,7
27,33,24,2
26,40,24,3
34,38,24,3
33,24,24,3
27,59,24,15
3,58,24,2
12,36,24,1
4,2,24,17
25,10,24,24
44,1,24,253
0,64,24,1
21,31,24,0
38,34,24,5
37,18,24,4
3,57,24,2
170,22,24,20
31,50,24,5
40,38,24,5
5,48,24,0
59,8,24,35
36,38,24,3
0,0,24,136
42,13,24,17
7,56,24,0
51,14,24,28
1,71,24,0
10,1,24,34
33,30,24,5
43,45,24,9
40,13,24,23
30,7,24,27
2,60,24,0
171,14,24,49
156,23,24,11
23,42,24,4
21,37,24,1
30,35,24,4
1,62,24,1
1,64,24,0
12,1,24,32
63,8,24,39
5,58,24,0
46,22,24,10
39,27,24,5
2,63,24,0
2,69,24,0
43,1,24,139
179,10,24,117
19,44,24,11
73,7,24,68
8,50,24,0
5,70,24,1
5,62,24,1
13,49,24,1
4,2,24,11
41,22,24,4
23,3,24,16
1,60,24,3
25,15,24,16
91,21,24,43
93,18,24,22
3,57,24,2
239,18,24,46
6,41,24,1
3,70,24,1
250,8,24,82
72,8,24,45
137,27,24,33
14,52,24,2
7,60,24,2
5,40,24,1
26,8,24,29
32,3,24,74
126,27,24,31
80,7,24,35
13,69,24,1
27,37,24,10
165,15,24,42
2,57,24,0
88,12,24,26
92,4,24,74
8,35,24,2
105,28,24,33
11,31,24,3
97,15,24,11
8,56,24,0
109,39,24,47
35,7,24,24
8,51,24,1
8,55,24,1
61,15,24,10
14,43,24,8
19,63,24,3
28,16,24,13
20,27,24,7
43,29,24,22
23,29,24,6
8,48,24,11
3,57,24,4
24,58,24,6
25,16,24,9
34,40,24,15
14,53,24,2
16,32,24,5
16,35,24,4
63,8,24,58
149,26,24,38
11,65,24,4
0,70,24,0
43,23,24,4
165,5,24,155
157,20,24,31
117,13,24,38
8,51,24,1
17,51,24,2
15,71,24,3
41,32,24,6
15,34,24,4
83,10,24,58
2,61,24,1
16,37,24,6
46,27,24,15
76,19,24,20
10,54,24,0
0,0,24,52
19,68,24,1
118,13,24,152
51,25,24,7
4,63,24,0
85,9,24,52
5,58,24,1
111,7,24,71
3,60,24,1
61,21,24,10
50,36,24,23
30,45,19,4
57,3,24,60
18,2,24,41
71,27,19,10
15,11,24,6
0,0,24,45
198,24,16,31
38,11,24,15
23,7,24,1
0,60,24,0
2,45,24,0
1,31,24,0
5,28,24,0
0,17,24,0
0,66,24,0
4,15,24,0
0,72,24,0
1,30,24,0
219,7,24,94
264,30,24,29
0,47,24,0
7,33,24,0
103,50,24,14
10,59,24,5
8,58,24,0
11,38,24,4
121,27,24,48
5,60,24,0
80,28,24,22
232,31,24,54
29,47,24,7
20,13,24,11
489,13,24,95
22,45,24,14
16,52,24,3
148,34,24,69
262,20,24,28
6,59,24,1
6,45,24,5
296,28,24,53
541,13,24,115
43,58,24,10
67,19,24,14
16,40,24,2
0,9,24,0
0,27,24,0
0,69,24,0
0,13,24,0
0,71,24,0
0,24,24,0
0,9,24,0
0,3,24,5
0,45,24,0
0,44,24,0
0,62,24,0
1,4,24,0
3,18,24,1
0,50,24,0
0,39,24,0
0,71,24,0
0,70,24,0
0,61,24,0
0,51,24,0
0,70,24,0
0,7,24,0
1,54,24,0
0,20,24,0
1,30,24,0
0,30,24,0
0,26,24,0
2,29,24,0
2,10,24,3
0,57,24,0
0,25,24,0
0,38,24,0
0,36,24,0
0,7,24,0
0,17,24,0
0,4,24,0
0,0,24,0
0,52,24,0
0,45,24,0
0,47,24,0
0,69,24,0
0,44,24,0
0,71,24,0
0,62,24,0
0,62,24,0
0,29,24,0
0,34,24,0
0,54,24,0
1,37,24,0
0,14,24,0
0,65,24,0
0,52,24,0
0,1,24,0
0,12,24,0
0,21,24,0
0,59,24,0
0,60,24,0
0,51,24,0
0,10,24,0
1,12,24,0
1,55,24,0
0,5,24,1
0,64,24,0
0,1,24,0
0,40,24,0
0,31,24,0
0,42,24,0
0,33,24,0
0,50,24,0
0,14,24,0
0,65,24,0
0,19,24,0
0,31,24,0
0,49,24,0
0,3,24,1
0,66,24,0
0,66,24,0
0,22,24,0
0,42,24,0
0,8,24,0
0,53,24,0
0,42,24,0
0,48,24,0
0,6,24,0
3,3,24,5
0,31,24,0
0,30,24,0
0,64,24,0
0,22,24,0
1,29,24,0
0,11,24,0
0,12,24,0
0,54,24,0
0,70,24,0
0,69,24,0
0,16,24,0
0,65,24,0
0,52,24,0
0,38,24,0
0,45,24,0
0,23,24,0
0,34,24,0
0,6,24,0
0,51,24,0
1,55,24,0
0,52,24,0
0,26,24,0
0,3,24,0
0,55,24,0
0,64,24,0
0,32,24,0
0,6,24,0
1,41,24,0
0,66,24,0
0,47,24,0
0,71,24,0
2,21,24,0
0,17,24,0
0,45,24,0
0,27,24,0
3,14,24,0
0,59,24,0
1,4,24,0
0,55,24,0
0,69,24,0
0,65,24,0
0,33,24,0
0,65,24,0
0,65,24,0
3,28,24,0
0,61,24,0
0,61,24,0
1,9,24,0
1,61,24,0
0,50,24,0
0,59,24,0
0,63,24,0
0,31,24,1
0,57,24,0
0,20,24,0
0,67,24,0
0,55,24,0
0,42,24,0
0,64,24,0
0,22,24,0
0,66,24,0
0,16,24,0
0,6,24,0
0,59,24,0
0,50,24,0
0,20,24,0
0,44,24,0
0,35,24,0
1,24,24,0
0,45,24,0
0,55,24,0
0,67,24,0
0,44,24,0
0,11,24,0
0,50,24,0
2,18,24,1
0,29,24,0
0,28,24,0
0,19,24,2
0,66,24,0
1,20,24,0
1,25,24,0
0,50,24,0
4,17,24,0
0,38,24,0
3,11,24,0
2,13,24,1
0,27,24,0
5,10,24,4
0,12,24,0
0,23,24,0
0,42,24,0
0,70,24,0
1,17,24,1
1,54,24,0
2,4,24,0
0,6,24,0
3,18,24,2
0,45,24,0
9,52,24,3
0,61,24,0
2,29,24,1
3,7,24,0
1,36,24,0
2,27,24,0
0,27,24,0
0,2,24,1
0,5,24,0
0,7,24,0
0,72,24,0
0,70,24,0
0,52,24,0
2,11,24,0
0,44,24,0
0,15,24,0
0,9,24,0
0,15,24,0
0,3,24,0
0,37,24,0
0,20,24,0
2,13,24,0
0,68,24,0
0,56,24,0
0,42,24,0
0,14,24,0
0,68,24,0
1,13,24,0
0,46,24,0
0,59,24,0
0,58,24,0
0,56,24,0
0,33,24,0
2,22,24,0
0,54,24,0
0,49,24,0
0,46,24,0
1,23,24,0
1,1,24,1
0,27,24,0
0,21,24,1
1,30,24,0
0,24,24,0
0,32,24,0
0,50,24,0
0,8,24,0
0,71,24,0
1,50,24,0
0,72,24,0
0,65,24,0
0,61,24,0
4,21,24,0
0,66,24,0
0,28,24,0
3,15,24,2
0,35,24,0
0,46,24,0
0,50,24,0
1,3,24,2
3,5,24,1
0,20,24,0
1,25,24,0
0,53,24,0
0,43,24,0
0,52,24,0
0,42,24,0
0,69,24,0
1,32,24,0
0,36,24,0
2,4,24,3
0,52,24,0
0,27,24,0
0,21,24,0
0,16,24,0
0,22,24,0
0,19,24,0
2,16,24,1
0,23,24,0
0,15,24,0
0,62,24,0
0,8,24,0
0,13,24,0
1,6,24,1
0,0,24,0
0,65,24,0
2,31,24,0
3,24,24,0
4,5,24,1
0,63,24,0
3,3,24,1
0,14,24,0
5,23,24,1
0,13,24,0
1,47,24,0
0,65,24,0
0,57,24,0
0,59,24,0
0,40,24,0
0,49,24,0
11,56,24,2
0,58,24,0
29,41,24,9
0,28,24,0
0,53,24,0
0,50,24,0
0,5,24,0
27,30,24,7
0,70,24,0
5,31,24,0
0,63,24,0
0,63,24,0
21,1,24,102
0,44,24,0
0,4,24,0
0,3,24,0
1,4,24,5
1,49,24,1
1,9,24,1
2,16,24,1
113,19,24,32
4,15,24,3
2,15,24,0
5,40,24,2
0,12,24,0
0,34,24,0
0,44,24,0
1,54,24,0
1,48,24,1
0,31,24,0
1,32,24,0
4,54,24,0
10,3,24,2
0,28,24,0
1,22,24,0
0,63,24,0
0,2,24,0
0,35,24,1
0,2,24,1
0,45,22,0
2,11,24,0
4,30,13,0
8,34,24,5
37,3,24,9
0,43,24,0
3,41,24,3
14,29,24,5
8,36,24,3
2,41,24,4
22,16,24,5
13,50,24,3
20,17,24,5
3,71,24,2
7,51,24,4
7,32,24,1
2,46,24,0
5,30,24,0
35,3,24,17
0,0,24,54
33,22,24,2
4,45,24,3
4,67,24,0
4,32,24,1
2,69,24,3
50,44,24,16
15,4,24,8
5,44,24,0
28,9,24,11
7,58,24,3
8,54,24,5
1,64,24,0
15,35,24,9
23,33,24,7
4,49,24,1
2,31,24,0
1,37,24,1
0,53,24,0
10,35,24,1
1,46,24,0
9,64,24,0
143,22,24,23
1,69,24,0
88,18,24,7
28,20,24,9
6,37,24,2
2,65,24,0
3,44,24,0
5,32,24,1
9,1,24,17
12,29,24,2
13,24,24,4
70,13,22,13
0,2,24,0
243,27,6,12
0,37,24,0
0,28,24,0
0,53,24,0
0,51,24,0
0,24,24,0
0,8,24,0
0,1,24,1
0,34,24,0
0,34,24,0
0,70,24,0
0,8,24,0
1,22,24,0
0,55,24,0
0,66,24,0
1,21,24,0
0,68,24,0
0,58,24,0
0,37,24,0
0,71,24,0
0,1,24,0
0,41,24,0
0,10,24,0
0,10,24,0
0,48,24,0
0,54,24,0
0,28,24,0
0,66,24,0
0,49,24,0
0,53,24,0
0,62,24,0
0,31,24,0
0,57,24,0
0,35,24,0
0,57,24,0
4,9,24,2
2,42,24,0
1,47,24,0
1,39,24,2
0,48,24,0
32,18,24,0
0,33,24,0
1,34,24,0
0,70,24,0
15,27,24,0
1,51,24,0
4,24,24,0
9,7,24,1
0,39,24,0
0,47,24,0
13,16,24,0
2,45,24,0
0,50,24,0
1,3,24,6
7,8,24,6
0,58,24,0
17,12,24,4
0,60,24,1
1,47,24,0
0,66,24,0
0,47,24,0
3,32,24,0
0,33,24,0
7,35,24,1
3,31,24,0
16,35,24,1
28,20,24,2
6,30,24,1
0,66,24,0
2,19,24,0
15,36,24,1
0,48,24,0
0,70,24,0
43,10,24,7
16,20,24,0
9,9,24,6
25,3,24,13
22,25,24,0
9,8,24,3
10,25,24,0
16,7,24,6
17,18,24,2
21,13,24,7
4,33,24,0
28,10,24,6
5,1,24,3
3,60,24,0
13,13,24,3
21,7,24,5
0,56,24,0
4,28,24,0
8,16,24,0
31,3,24,8
2,50,24,1
2,47,24,0
2,72,24,0
0,60,24,1
7,29,24,0
33,23,24,3
23,7,24,8
1,56,24,1
1,55,24,0
8,34,24,1
0,0,24,39
44,18,24,7
23,47,24,6
8,49,24,2
194,15,17,30
1,59,24,0
0,44,24,0
0,62,24,0
2,20,24,0
7,4,24,3
0,42,24,1
1,69,24,0
0,57,24,0
1,24,24,0
0,14,24,0
0,28,24,0
2,67,24,1
92,15,24,26
0,57,24,1
89,15,24,13
1,62,24,2
2,58,24,3
29,16,24,1
6,56,24,3
29,34,24,5
3,70,24,1
10,60,24,6
0,67,24,0
21,44,24,6
201,9,24,49
102,12,24,30
25,37,24,2
92,12,24,14
182,7,24,34
235,26,24,25
93,14,24,29
113,23,24,15
31,43,24,9
59,31,24,9
4,55,24,0
19,15,24,6
323,13,24,99
1,43,24,0
1,58,24,1
27,18,24,3
181,23,24,12
22,33,24,5
5,51,24,5
15,16,24,4
3,71,24,0
0,59,24,0
3,48,24,1
20,32,24,2
45,35,24,15
2,56,24,1
54,30,24,12
0,22,24,0
0,43,24,0
0,7,24,0
0,0,24,2
0,51,24,0
0,11,24,0
2,70,24,0
2,55,24,0
44,50,24,5
2,56,24,1
94,38,24,27
21,6,24,18
334,27,24,35
42,17,24,35
344,12,24,140
39,8,24,6
62,49,24,4
148,31,24,44
330,22,24,31
21,16,24,10
625,12,23,258
7,43,24,0
1,61,24,0
4,3,24,11
3,35,24,0
2,50,24,0
0,29,24,0
1,66,24,2
0,20,24,0
0,59,24,1
2,39,24,0
7,29,24,0
2,4,24,16
7,20,24,2
1,51,24,0
2,14,24,0
1,1,24,11
0,67,24,0
2,3,24,2
12,10,24,9
2,9,24,1
0,63,24,0
0,14,24,1
0,9,24,1
0,64,24,0
1,4,24,2
0,23,24,0
