comm24,baseTime,shares,output
1,55,72,2
0,36,15,0
37,23,1173,8
4,52,90,1
0,50,100,0
78,24,215,11
4,59,155,0
3,61,86,0
25,28,199,7
40,7,138,22
14,35,82,3
55,29,161,7
63,27,106,12
12,49,192,3
7,70,86,2
40,3,54,57
1,43,14,1
5,62,206,4
74,10,120,24
0,0,201,99
46,30,133,10
0,61,46,0
6,59,118,2
63,19,40,12
61,3,100,98
81,26,112,16
39,33,196,3
23,40,159,2
1,62,91,0
2,53,108,1
69,11,165,31
88,27,254,12
54,32,76,4
35,42,171,6
1,72,104,1
13,51,104,2
71,29,214,12
4,37,121,0
11,57,118,5
5,61,186,1
2,68,232,1
112,7,128,65
30,44,194,3
34,1,230,137
6,64,207,0
14,50,194,2
40,37,208,9
1,40,53,0
8,69,827,3
134,21,317,23
86,19,118,19
184,22,535,31
131,13,122,45
72,3,258,82
120,13,66,30
8,66,149,3
15,55,258,7
48,28,255,11
31,32,75,11
2,39,1,0
21,57,103,2
102,7,91,66
40,44,147,8
34,49,197,10
35,2,89,73
56,34,96,1
27,39,242,9
6,59,56,1
3,37,27,1
20,34,59,1
189,4,196,135
434,30,237,49
12,64,238,5
47,49,153,10
13,53,60,6
3,40,47,0
28,45,174,4
41,39,60,3
3,52,42,4
20,42,74,3
163,14,105,54
0,57,13,0
103,9,77,17
1,59,12,0
36,36,126,2
27,24,6,0
209,10,105,95
3,38,2,0
24,2,22,15
0,70,33,0
75,2,46,79
175,21,97,22
32,43,57,5
312,16,30,41
6,57,137,1
1,64,40,1
86,22,2,6
1,52,40,0
9,54,38,1
7,51,34,3
133,21,113,12
21,9,13,8
0,70,55,0
53,25,42,5
40,30,420,1
79,12,91,20
97,29,519,7
252,18,121,70
16,5,6,8
25,17,55,6
2,63,3,0
124,35,331,25
10,10,13,7
2,61,33,2
213,30,101,15
13,44,56,3
2,55,20,0
2,26,1,0
27,44,80,5
22,28,116,0
31,2,35,50
3,27,21,0
1,62,71,0
19,43,46,2
28,5,14,6
12,46,89,4
47,19,14,12
42,10,70,8
15,34,52,0
53,25,32,7
12,42,32,4
25,25,3,1
0,51,23,0
0,61,95,0
12,37,19,1
39,25,30,5
9,42,93,1
67,22,31,5
124,6,49,62
2,62,51,1
6,28,4,1
6,71,83,3
58,11,17,11
70,35,86,14
201,3,62,223
0,65,200,0
8,36,27,1
39,3,4,6
110,8,57,89
10,42,41,2
0,66,17,0
31,37,104,4
4,39,66,1
1,49,15,0
0,60,165,1
4,47,3,0
171,5,128,117
2,62,19,0
1,71,82,0
76,8,104,23
0,67,18,0
0,70,115,0
2,55,1,0
0,67,12,0
10,3,110,21
3,72,23,1
1,26,1,0
2,42,4,3
2,70,93,0
0,60,2,0
23,34,255,1
2,43,16,0
0,48,5,0
0,58,13,0
31,11,194,9
71,8,266,30
1,55,141,0
0,69,64,0
187,13,38,46
5,48,51,0
118,21,26,4
2,54,85,0
1,62,12,1
71,8,14,26
13,28,2,1
64,16,298,17
14,34,67,1
134,16,2,17
0,54,28,0
17,9,30,3
0,57,28,0
1,47,75,0
27,33,80,4
30,10,40,8
6,50,180,2
1,68,6,0
0,67,177,0
1,53,14,1
97,3,39,70
110,21,33,6
21,29,86,5
210,17,3,24
0,61,80,0
84,20,73,11
77,21,125,24
38,24,12,2
21,39,49,7
0,72,1,0
3,61,18,2
4,29,39,0
1,53,21,0
47,36,71,18
26,42,34,3
2,64,4,1
21,2,12,11
0,32,1,0
0,28,1,0
0,51,1,0
0,36,1,0
2,61,77,0
15,15,223,3
26,21,26,6
15,33,1,2
4,43,1,0
10,34,112,4
3,37,1,0
9,42,13,0
8,40,1,1
27,30,18,1
0,0,48,566
10,27,34,5
12,54,31,4
0,67,11,1
2,65,19,0
5,57,36,0
0,59,23,1
0,58,2,1
0,69,12,0
12,7,17,13
0,50,1,0
21,12,17,7
18,13,15,12
10,12,15,11
11,39,45,4
11,8,23,4
4,30,25,3
7,30,29,2
4,58,121,0
7,24,2,1
17,15,44,3
1,48,2,0
11,30,3,2
23,26,11,5
11,1,76,27
3,45,12,5
2,62,74,0
44,13,51,7
0,59,1,0
2,62,4,0
2,17,23,5
8,28,314,3
4,48,2,1
41,6,3,13
0,24,4,0
0,67,3,0
22,20,1,2
7,15,1,0
0,63,1,0
1,54,1,0
0,0,1,2
0,71,1,0
0,4,1,1
0,43,1,0
0,2,1,0
0,52,25,0
0,32,1,0
12,35,1,0
3,37,1,0
0,72,2,0
0,55,2,0
0,24,1,0
0,54,3,0
0,58,1,0
2,5,1,0
0,0,1,0
0,19,1,0
0,18,1,0
0,57,1,0
0,27,1,0
0,55,1,0
0,56,1,0
1,48,1,2
1,20,3,0
1,42,45,1
0,57,2,0
0,70,1,0
1,44,17,0
0,37,12,0
1,35,1,0
0,53,55,0
1,72,34,0
0,33,1,0
1,8,1,0
0,44,2,0
1,3,37,0
6,14,13,1
0,47,1,0
0,44,1,0
1,30,39,0
0,54,22,0
0,0,1,0
0,57,16,0
0,26,21,0
0,56,58,0
0,11,19,0
0,9,135,3
3,10,119,0
0,70,24,0
0,17,1,0
0,54,1,0
0,47,61,0
0,25,18,0
1,24,23,0
0,52,37,0
0,65,18,0
0,17,13,0
0,8,1,1
0,59,41,0
0,50,1,0
1,15,13,0
0,65,2,0
0,42,32,0
0,7,27,1
0,50,13,0
0,1,21,0
0,16,1,0
0,48,11,0
0,15,29,0
0,18,1,0
0,24,12,0
0,62,24,3
0,70,15,0
0,8,2,0
0,66,29,0
0,7,14,0
0,18,15,0
0,2,16,0
0,33,2,0
0,43,20,0
0,69,1,0
0,14,12,0
0,66,1,0
0,17,1,0
0,2,16,0
0,30,1,0
0,0,2,0
0,47,2,0
0,67,1,0
0,13,2,0
0,4,1,0
0,22,13,0
0,32,1,0
0,31,1,0
0,63,1,0
0,9,1,0
11,41,11,0
0,54,2,0
13,12,26,26
3,30,12,0
10,4,3,4
130,6,68,50
15,29,54,2
1,17,72,0
3,31,7,0
9,2,27,5
0,60,4,0
0,70,4,0
0,54,1,0
0,38,17,0
6,1,28,29
0,65,12,0
2,12,3,3
0,49,3,0
1,30,5,0
1,54,19,0
2,27,3,0
6,14,1,0
0,27,1,0
0,66,2,0
6,26,7,1
5,18,27,2
8,14,2,1
10,17,2,1
17,5,29,5
2,44,4,1
1,2,5,4
4,40,55,2
2,53,14,2
4,9,30,2
31,20,13,1
1,56,93,1
5,32,123,0
1,40,13,0
0,51,1,0
8,5,11,4
7,17,1,0
40,21,41,5
13,8,13,3
10,31,48,1
14,58,44,1
1,50,25,0
1,48,5,0
17,20,99,6
11,11,3,2
0,30,3,2
0,48,5,2
0,0,16,16
1,32,31,0
3,52,20,0
0,60,61,0
1,50,16,0
14,27,15,0
1,43,68,0
8,22,19,2
5,23,13,0
10,22,12,1
0,57,19,1
2,27,4,2
8,38,34,0
33,17,24,12
20,19,20,6
1,29,14,0
2,53,26,0
6,35,144,0
1,45,13,0
5,25,28,0
1,44,85,0
0,63,3,0
5,18,16,0
0,59,20,1
1,45,5,0
0,49,22,0
0,56,5,0
7,17,2,1
11,10,69,3
1,49,19,0
4,3,21,3
0,65,16,0
15,17,24,2
3,42,28,0
0,63,7,0
1,43,21,0
0,40,13,0
1,44,3,1
0,56,1,0
0,58,1,0
3,10,5,0
0,32,3,0
0,40,1,0
10,21,4,0
26,20,14,2
9,24,16,2
6,19,1,0
10,11,5,0
0,3,1,0
7,36,31,0
0,61,4,0
0,60,18,0
0,72,14,0
1,10,6,1
4,33,9,0
10,11,4,4
43,5,16,36
12,18,4,0
1,65,16,0
0,57,168,0
1,39,5,0
3,50,22,0
0,66,11,0
21,3,21,7
16,30,105,1
6,28,1,0
4,33,5,0
4,40,4,1
0,55,16,0
2,43,3,0
0,68,2,0
9,20,3,0
0,71,19,0
0,67,6,0
2,36,18,0
1,51,25,0
0,67,52,0
3,37,5,1
2,14,5,1
0,60,54,0
0,58,5,0
4,11,1,1
1,47,19,0
0,40,1,0
5,34,13,0
22,25,51,3
10,12,18,1
0,45,2,0
0,63,2,0
8,10,14,2
1,58,39,0
15,17,24,10
0,7,2,0
0,42,2,0
9,9,13,3
0,61,1,0
0,62,38,2
0,65,37,0
0,47,20,0
1,62,58,0
1,49,4,1
0,68,48,0
0,46,2,0
1,46,25,1
0,0,23,29
4,48,12,2
9,4,31,5
4,49,4,0
0,27,32,1
2,63,14,0
15,27,214,3
0,46,7,0
13,5,19,4
1,57,32,0
1,61,20,0
2,42,7,1
3,68,53,0
0,42,28,0
0,9,2,0
6,14,11,6
1,63,1,0
51,11,7,19
0,72,12,0
7,6,47,5
8,5,8,14
5,42,7,4
22,3,38,38
7,8,4,11
51,9,59,20
9,10,4,4
2,41,34,3
0,51,2,0
4,32,14,0
0,66,2,0
5,43,36,0
3,40,3,0
5,51,13,0
9,38,60,1
0,61,17,0
2,31,5,0
5,42,4,1
2,50,91,6
0,58,9,1
14,13,5,6
1,69,33,0
0,0,16,3
1,26,2,0
0,44,4,0
1,53,63,0
0,31,22,0
0,46,15,0
0,63,4,0
23,24,36,1
0,68,24,0
0,0,113,25
1,39,5,0
0,52,8,0
1,31,11,1
0,57,68,0
5,29,5,0
36,16,89,4
0,58,83,4
0,16,35,1
0,43,3,0
2,63,19,0
37,9,285,11
12,2,14,18
79,5,191,59
36,40,219,6
6,14,6,1
0,72,33,0
1,33,5,0
0,65,14,0
18,12,55,6
1,60,53,0
20,10,43,5
1,52,35,0
6,40,3,3
24,22,2,1
39,15,1,5
0,50,1,0
1,59,32,0
0,64,11,0
10,34,1,1
2,52,87,0
0,67,116,0
21,3,46,20
1,57,14,0
0,62,3,0
6,27,12,1
31,10,3,8
3,57,2,2
0,60,1,0
44,15,2,17
1,46,1,0
1,41,5,1
2,43,3,0
4,43,1,0
0,68,102,0
6,41,3,0
0,72,1,0
34,8,3,11
0,70,3,0
76,4,11,71
29,16,19,5
3,49,1,3
3,49,1,1
55,21,2,2
0,69,2,0
18,32,1,0
35,16,4,1
31,25,23,6
3,27,22,1
51,10,3,11
2,29,39,0
1,48,247,0
0,54,1,0
19,32,174,4
1,55,2,0
6,38,134,0
1,53,348,0
11,25,1,2
4,46,33,0
1,71,1,0
22,1,52,24
16,44,1015,0
74,16,392,46
1,66,13,0
7,36,238,1
0,72,139,0
0,64,11,0
1,56,1,0
6,43,3,0
2,64,24,0
37,29,30,2
0,60,1,0
42,14,2,5
0,61,2,0
13,39,1,1
4,44,13,5
2,68,80,2
33,16,15,11
4,41,26,1
39,6,1,6
1,45,2,1
1,51,1,0
0,70,4,0
14,13,14,1
2,49,1,0
8,13,2,1
5,27,3,2
0,60,2,0
36,9,25,5
0,31,7,0
0,68,16,0
7,45,2,1
41,10,4,7
5,41,1,0
3,34,1,1
0,0,1,15
12,26,5,8
39,9,16,6
2,61,77,1
35,24,22,5
7,29,1,2
2,23,4,0
0,29,1,1
0,55,5,0
0,11,1,0
14,21,46,2
2,17,37,0
2,58,54,0
0,5,27,1
3,51,83,0
10,39,1099,3
4,46,80,5
9,26,20,0
14,22,74,2
1,42,32,0
1,31,14,0
1,70,2,0
2,61,61,0
3,70,320,0
16,12,97,5
6,48,18,1
2,35,32,0
8,33,138,2
3,69,93,1
0,66,187,0
3,55,27,1
2,55,110,0
10,30,101,0
8,53,75,3
2,53,40,0
5,30,57,1
5,24,12,0
2,7,1,0
14,14,128,3
0,69,1,0
3,27,55,1
7,18,16,0
1,30,70,1
5,20,20,2
2,5,22,9
9,18,27,2
17,26,40,2
53,2,224,106
11,38,61,8
6,44,67,1
90,8,122,21
5,57,152,1
49,13,110,13
7,69,757,0
175,2,759,181
28,6,41,16
9,52,1,1
102,32,592,6
40,13,111,12
2,12,3,6
2,41,2,2
9,58,221,2
0,68,15,0
1,43,37,1
232,20,561,25
8,12,3,4
10,33,76,1
37,18,73,9
298,19,533,27
215,2,1345,201
9,38,181,2
10,44,388,2
193,11,388,22
66,17,150,14
13,32,50,2
141,18,317,23
3,69,53,0
268,12,554,44
10,6,30,2
2,71,50,0
42,11,85,16
1,56,128,0
1,59,21,0
76,16,16,12
3,49,16,0
59,3,140,51
16,33,31,5
2,42,63,0
0,65,80,0
4,63,313,0
181,11,225,31
0,58,20,0
18,40,152,2
8,46,124,0
50,8,58,22
7,67,444,2
4,68,1039,0
73,41,2513,3
105,11,3,5
12,48,427,0
641,11,986,169
50,18,91,9
67,40,784,0
63,37,281,1
28,14,30,21
15,31,206,1
7,56,1845,2
4,40,57,0
48,47,1626,2
0,58,148,1
57,32,340,1
0,56,52,0
1,38,30,0
100,12,198,33
25,2,5,13
3,31,27,1
0,59,19,2
0,68,23,0
67,24,80,0
2,46,134,4
13,15,3,1
2,52,47,1
8,32,53,3
79,6,203,27
6,57,421,1
3,38,34,1
53,6,287,40
0,59,17,0
3,57,121,1
6,61,151,2
189,25,492,26
3,47,43,1
0,70,119,0
2,43,52,1
13,35,66,2
13,36,178,1
65,11,214,11
6,68,29,4
50,38,121,2
370,28,928,16
39,28,124,3
12,47,315,6
75,20,150,7
49,8,289,41
69,14,134,17
11,58,203,4
1,65,171,1
2,62,117,0
4,55,171,3
34,17,48,7
0,0,103,42
69,11,169,58
58,21,172,6
14,40,201,3
67,15,163,16
22,35,173,11
50,40,267,7
2,71,20,2
142,12,179,40
21,25,131,10
9,28,41,5
13,63,152,4
156,1,1687,366
0,72,29,0
122,14,125,38
25,28,149,1
7,43,124,2
4,48,115,0
28,32,90,0
110,9,221,34
73,28,269,9
105,15,206,27
106,16,586,18
136,29,1028,29
52,9,134,18
0,0,2284,896
7,41,200,3
12,29,107,2
1,72,38,0
25,15,67,4
5,49,264,2
40,18,107,8
4,68,254,0
83,22,156,10
95,14,42,1
75,17,196,14
19,48,1265,2
0,70,26,1
149,29,482,37
727,16,1921,86
201,8,629,114
6,52,124,0
7,63,702,1
1,41,77,1
13,43,92,1
9,50,99,0
2,67,146,1
0,31,11,0
160,21,165,8
0,71,72,0
1,47,71,0
7,26,39,0
2,46,49,0
2,56,8,0
3,67,225,0
19,38,72,3
16,42,110,2
2,70,31,0
122,28,4007,51
1,54,74,0
9,30,31,6
1,72,241,0
4,52,21,1
66,2,448,167
8,61,718,5
30,26,85,6
0,69,231,2
1,62,19,0
98,19,477,13
35,11,89,19
125,10,381,40
2,64,166,1
19,30,77,4
6,51,53,0
16,34,127,3
56,29,143,7
94,17,57,13
0,47,18,0
1,55,159,0
187,11,42,1
28,31,226,7
234,20,58,9
600,16,1539,89
9,66,686,1
3,39,1,0
2,29,61,2
121,16,449,31
32,1,15,35
15,43,132,1
24,46,227,7
23,31,257,13
54,7,79,20
33,18,35,5
52,17,24,12
8,27,35,0
22,54,2028,1
220,5,1870,115
5,57,628,0
54,28,500,9
33,51,1184,3
58,15,167,6
37,49,763,12
73,22,216,7
2,62,64,0
30,52,1620,3
69,17,100,3
5,39,14,1
2,69,232,1
143,24,343,23
6,44,286,2
23,29,224,10
59,3,23,52
1,59,50,0
14,34,138,2
46,28,164,4
1975,20,4400,216
0,63,419,1
19,32,233,7
145,21,110,5
38,32,143,4
15,14,21,2
31,34,124,5
29,35,379,12
69,6,194,28
49,8,55,12
16,38,135,3
7,61,443,1
45,10,176,47
70,13,52,4
81,20,179,8
23,7,14,17
39,28,238,1
36,1,139,84
4,56,155,0
37,45,1270,7
178,29,1269,39
21,41,504,2
36,22,84,4
32,36,158,1
1,63,302,1
86,18,523,9
174,20,1375,32
10,17,146,3
4,29,39,1
1,71,49,0
2,70,167,0
74,24,66,6
8,39,103,1
1,51,1,0
0,0,2,10
5,31,27,0
57,10,180,21
13,18,88,1
0,58,4,0
0,66,44,0
8,53,498,3
3,11,2,2
0,62,4,0
113,26,401,21
7,42,196,0
0,39,12,0
3,47,76,0
15,13,50,0
23,18,86,2
5,49,77,4
47,13,338,9
1,67,330,0
1,42,77,0
19,32,92,0
58,9,178,16
48,25,412,1
16,2,85,14
108,24,178,22
0,61,20,0
36,14,29,26
26,15,167,13
32,22,146,1
9,31,105,2
4,48,42,0
23,12,72,9
1,41,66,1
2,69,159,1
4,1,27,13
0,55,39,0
11,42,61,1
5,6,16,4
3,32,41,0
9,43,81,0
14,1,1268,197
0,68,393,0
9,9,25,6
1,52,28,0
77,2,401,206
5,9,1,2
1,64,234,0
24,26,64,2
9,41,11,0
5,14,63,7
60,15,320,18
0,59,17,0
0,64,32,0
15,39,1,1
120,13,1125,41
1,67,20,0
25,15,101,7
1,36,71,0
1,70,408,1
5,25,32,3
56,14,148,10
6,49,46,0
59,3,389,97
0,69,73,0
0,52,53,0
39,8,62,8
0,55,13,0
0,69,277,0
4,26,55,0
8,30,72,0
1,47,4,0
9,34,82,0
15,26,82,1
12,20,52,1
0,49,37,0
2,15,15,0
3,72,482,4
0,69,90,0
19,25,125,1
1,36,5,0
32,11,100,15
14,6,1,25
0,72,64,0
11,55,346,1
2,2,11,2
2,42,31,0
0,7,28,4
67,24,614,5
3,17,14,0
1,38,13,0
48,24,142,5
3,2,48,3
2,54,19,0
0,66,13,0
24,12,161,14
6,16,77,2
0,51,87,0
3,62,557,3
6,7,60,6
17,33,105,1
3,47,199,0
26,20,47,3
11,38,84,0
32,8,206,20
5,35,17,0
23,38,705,2
0,62,40,0
2,3,2,1
3,4,16,3
24,29,350,2
12,14,15,0
140,40,928,33
36,39,429,5
3,48,23,0
12,64,537,2
2,39,24,0
97,28,566,10
1,34,5,0
272,26,112,29
34,15,122,3
7,24,3,1
162,25,552,12
0,67,16,0
2,37,57,3
15,29,224,1
31,13,22,5
0,66,62,0
103,25,390,4
281,12,822,156
14,48,234,11
0,0,41,24
13,23,51,4
28,22,53,2
0,46,26,0
9,64,487,3
11,17,25,1
13,9,18,10
31,1,431,234
1,52,59,0
3,33,30,0
228,21,2852,86
11,51,233,0
0,67,26,0
0,39,12,0
56,34,182,14
12,12,76,4
178,27,853,40
2,70,135,0
35,50,410,11
11,48,357,0
51,48,347,31
0,64,11,0
6,66,1049,1
36,2,155,60
16,70,134,2
0,72,27,0
6,6,100,7
73,6,820,58
6,55,129,1
46,30,350,13
1,1,15,4
86,20,608,12
15,62,874,3
10,24,5,1
13,5,36,3
51,6,240,47
0,55,12,0
11,63,178,1
0,52,27,1
153,15,306,24
36,39,410,5
0,66,22,0
257,22,1287,55
0,58,51,4
10,31,108,0
18,27,210,4
12,38,167,6
72,26,262,13
27,3,210,87
6,21,17,0
9,17,21,5
156,24,312,17
0,63,39,0
55,30,288,8
60,12,247,12
0,65,1,0
2,42,45,0
0,59,1,0
12,35,173,3
10,49,566,9
22,36,354,6
152,17,233,30
21,44,258,12
1,61,85,0
2,49,49,3
1,64,94,0
0,65,7,0
150,34,491,27
30,18,108,4
0,56,30,0
1,45,3,0
18,33,143,3
20,4,254,29
0,31,18,2
12,35,117,2
22,18,57,9
0,65,4,0
0,2,2,0
0,39,3,0
0,65,19,0
0,57,11,0
3,1,5,2
0,22,12,0
0,67,11,0
0,54,3,0
0,19,2,0
1,45,11,0
2,36,15,1
2,4,11,1
0,67,3,0
2,40,29,0
0,54,6,0
0,13,2,0
1,37,2,0
0,31,6,0
2,30,4,0
0,46,2,0
0,65,5,0
0,42,11,0
0,44,3,0
0,29,2,0
0,25,5,0
0,67,20,0
0,32,1,0
0,10,1,0
0,31,1,0
0,55,2,0
0,41,1,0
0,54,1,0
0,63,14,1
6,23,17,0
0,67,13,0
0,32,2,0
0,2,28,2
0,67,14,0
0,7,1,0
0,16,2,0
0,17,3,0
0,61,18,0
0,54,17,0
0,46,3,0
2,38,4,0
0,22,2,0
3,15,2,1
2,17,1,1
2,27,2,0
0,61,2,0
0,53,2,0
0,53,5,0
2,5,5,0
0,43,14,0
1,21,5,0
2,40,1,0
0,42,4,0
2,13,2,0
0,48,5,0
15,21,25,0
0,66,4,0
0,18,13,1
0,56,3,0
2,2,19,0
4,14,2,0
0,44,4,0
0,71,1,0
0,45,2,0
0,1,17,9
0,59,2,0
0,64,4,0
0,47,14,0
0,44,3,0
0,32,1,0
11,27,13,0
0,19,3,0
0,5,3,1
0,65,30,0
0,64,3,0
0,69,3,0
0,4,3,0
0,16,1,1
0,7,6,0
0,52,15,0
1,32,1,0
0,17,5,0
4,41,51,0
1,56,1,0
0,26,3,1
0,47,2,0
0,59,4,0
0,67,1,0
0,12,3,0
0,54,1,0
1,17,3,0
0,69,1,0
0,12,12,0
1,14,1,0
0,1,1,0
0,60,11,0
1,2,5,0
0,44,2,0
0,0,1,0
0,35,4,0
2,37,12,0
0,28,3,0
1,40,3,0
0,61,3,0
0,29,1,0
0,62,2,0
1,23,6,0
0,9,1,0
1,66,4,0
0,16,1,1
0,55,5,0
0,27,4,0
1,7,1,0
0,64,4,0
0,21,1,0
0,42,4,0
0,2,11,0
0,43,1,0
0,12,2,2
0,40,1,0
0,54,2,0
0,66,2,0
0,57,3,0
0,48,2,0
0,61,1,1
0,36,2,0
0,64,18,0
0,52,1,0
1,31,2,0
0,28,1,0
0,42,4,0
0,8,2,0
0,46,5,0
0,32,4,0
0,65,6,0
2,43,2,0
2,13,11,2
0,50,11,0
0,11,1,0
1,3,1,0
0,38,20,0
0,29,7,0
0,20,1,0
0,70,6,0
2,10,14,0
0,50,8,0
0,62,1,0
0,1,2,0
0,7,8,0
0,0,4,0
0,51,6,0
0,20,14,0
0,9,6,0
0,19,2,0
0,14,3,0
0,23,1,0
0,38,1,0
0,11,1,0
0,59,4,0
1,57,2,0
0,66,2,0
0,26,4,0
0,0,3,0
0,72,2,0
2,10,28,1
0,0,5,0
0,41,3,0
0,53,1,0
0,45,12,1
1,44,2,1
3,34,7,0
2,43,3,0
3,24,4,0
0,69,1,0
1,22,2,0
0,63,7,1
2,1,6,2
0,31,1,0
0,11,1,0
0,60,2,0
0,27,1,0
1,28,1,0
0,25,2,0
2,45,2,0
0,36,1,0
0,72,1,0
0,55,3,0
2,31,14,0
1,26,3,2
1,40,1,0
0,14,3,0
3,9,1,0
0,0,6,0
0,61,1,0
0,6,1,0
0,1,1,0
0,55,1,0
0,0,1,34
1,51,1,0
5,22,1,2
0,29,1,0
0,46,2,0
0,38,1,0
0,53,1,0
1,15,1,0
0,65,2,0
0,42,1,0
0,48,2,0
0,71,2,0
0,38,13,0
120,72,2424,67
0,68,14,0
3,9,5,3
0,72,1,0
2,47,1,0
1,36,2,0
0,60,1,0
6,16,1,0
23,13,1,6
2,25,1,1
3,24,27,1
1,17,3,1
3,37,43,0
5,41,41,0
0,44,2,0
1,35,2,0
1,30,1,0
3,10,15,1
3,16,1,0
3,22,2,0
3,11,1,1
3,30,4,4
0,63,15,2
0,58,1,0
0,49,5,0
8,13,37,4
1,39,2,0
6,23,40,0
9,10,50,7
3,18,1,1
0,58,35,1
2,35,6,0
0,33,1,0
4,21,18,0
0,54,1,0
0,7,4,0
1,33,1,0
2,38,25,0
3,12,1,0
2,25,1,0
0,42,2,0
10,8,1,7
0,72,2,0
0,72,12,0
0,1,1,1
0,68,11,0
0,66,1,1
0,57,1,1
1,4,1,1
5,17,1,0
0,71,4,0
10,7,1,11
8,23,13,0
1,43,3,1
0,33,1,0
0,58,1,0
1,47,1,0
5,24,4,0
1,26,2,0
0,68,2,0
1,62,13,0
1,25,2,1
0,61,2,0
1,33,1,0
2,55,1,0
0,52,1,0
2,31,2,0
0,56,2,0
9,2,2,1
0,39,2,0
6,19,1,0
0,55,1,0
2,63,26,0
0,37,1,0
2,11,4,1
0,61,1,0
0,71,2,0
0,54,2,0
0,36,1,0
0,55,11,0
0,28,1,0
8,14,16,0
0,0,3,2
1,39,56,1
66,20,39,2
20,23,18,0
79,20,22,3
1,38,29,0
0,54,101,0
4,24,6,0
0,50,16,0
0,56,12,0
9,3,11,0
8,10,1,0
7,14,1,0
6,5,19,0
21,14,107,3
4,16,12,0
12,13,32,1
0,33,2,0
8,17,14,0
10,19,15,0
6,17,4,0
0,38,16,0
28,16,37,2
3,21,5,0
9,21,11,0
0,49,1,0
0,43,46,0
0,54,1,0
0,41,2,0
0,55,12,0
6,15,3,0
11,20,20,0
6,2,23,0
8,30,3,3
0,37,27,0
1,25,18,0
0,32,41,1
3,50,60,1
1,28,25,0
29,1,21,31
125,8,25,2
10,12,16,2
2,35,41,1
10,25,20,4
2,27,54,0
0,34,5,0
0,34,2,0
1,38,21,0
6,22,52,0
2,48,67,0
2,24,37,0
0,40,36,0
39,1,76,9
2,23,19,1
9,16,29,1
423,5,2,81
7,38,38,1
0,45,45,0
14,6,32,3
11,7,67,4
20,19,57,0
4,37,62,0
77,22,154,6
14,3,51,13
2,46,50,0
19,25,93,1
27,20,51,1
22,16,60,3
0,36,64,0
3,30,29,0
0,33,41,0
33,22,73,1
3,4,11,1
15,11,39,1
101,11,273,15
3,24,3,0
4,6,1,0
12,13,27,1
12,21,3,0
14,8,31,3
8,31,122,1
32,9,43,1
45,26,27,1
0,0,17,47
0,33,44,0
4,28,28,0
6,22,14,1
11,19,23,1
8,3,5,0
2,25,64,1
15,13,27,1
9,17,15,0
15,12,51,3
5,15,2,0
5,3,11,1
53,14,115,1
13,10,33,6
1,9,13,0
5,16,4,0
10,10,2,3
3,14,1,0
14,17,16,0
9,24,2,0
6,14,1,0
33,19,27,0
41,8,21,5
0,66,1,1
0,25,1,0
1,59,2,0
6,4,2,5
0,33,2,0
1,26,1,0
3,6,1,1
0,59,1,0
2,38,1,0
0,70,1,0
3,16,1,1
0,53,1,0
0,43,1,0
0,72,2,0
7,13,1,0
12,22,1,0
0,40,1,0
1,36,1,2
0,36,1,0
3,3,1,0
0,0,2,5
1,3,1,1
0,56,1,0
3,33,1,0
5,19,2,1
1,65,1,0
0,57,1,0
2,18,2,1
7,6,1,1
1,32,1,1
1,44,1,0
1,46,3,0
3,19,1,0
0,68,1,0
5,23,1,0
1,65,2,1
5,12,1,0
3,27,1,0
3,60,16,0
8,31,2,4
1,27,4,0
5,9,2,5
0,68,1,0
1,4,1,1
5,46,1,0
0,33,1,0
1,20,1,1
0,66,1,0
0,24,5,0
0,60,3,0
0,47,48,1
0,38,17,0
0,16,1,0
2,14,34,1
0,20,4,0
0,67,23,0
0,44,23,0
0,21,3,0
1,59,88,0
0,4,52,2
0,13,11,0
0,15,4,0
0,29,4,0
0,65,3,0
6,14,16,1
0,52,6,0
0,31,3,0
1,43,563,0
0,53,1,0
0,49,1,0
0,59,83,0
0,53,30,0
0,72,34,0
0,49,91,0
0,46,3,0
0,71,46,0
2,17,24,0
2,24,23,0
0,48,2,0
2,3,33,1
0,3,37,1
0,23,2,0
0,42,4,0
0,45,2,0
0,68,3,0
0,46,1,0
0,31,2,0
0,55,1,0
0,5,41,2
0,18,4,0
0,1,4,1
1,10,25,1
0,71,64,0
0,3,83,7
0,9,25,0
0,33,77,0
1,53,153,0
0,2,44,0
0,29,43,0
0,56,4,0
0,42,37,0
1,43,163,1
0,3,36,1
1,35,22,0
0,51,19,2
4,45,323,0
0,32,42,0
7,19,64,0
0,71,12,0
0,8,36,2
1,26,13,0
2,45,56,0
0,42,3,0
0,24,35,1
0,16,16,0
2,43,115,0
0,59,3,0
0,62,64,1
0,48,33,0
0,29,52,1
0,71,3,0
2,4,41,4
2,29,37,0
0,32,20,0
0,15,27,0
0,20,14,0
0,17,14,0
1,64,52,0
0,39,30,0
0,52,31,0
0,8,30,0
0,34,36,0
0,29,32,0
0,23,77,0
1,44,38,0
2,19,51,0
0,48,5,0
2,30,1,0
0,47,25,1
0,71,35,0
0,59,11,0
0,35,5,1
0,59,3,0
0,43,2,0
1,7,48,1
0,44,45,0
0,66,1,0
2,2,61,0
2,3,56,0
0,24,13,0
1,17,19,0
0,37,21,0
0,60,14,0
1,17,30,0
1,16,23,0
0,44,18,0
0,72,2,0
0,38,11,0
1,4,63,1
0,59,21,0
0,52,28,0
0,60,21,0
