likes,Checkins,Returns,Category,commBase,comm24,comm48,comm24_1,"diff_24,48",baseTime,length,shares,hrs,sun_pub,mon_pub,tue_pub,wed_pub,thu_pub,fri_pub,sat_pub,sun_base,mon_base,tue_base,wed_base,thu_base,fri_base,sat_base,output
175201,0,54849,36,73,73,0,73,73,7,223,282,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,68
175201,0,54849,36,85,8,43,75,-35,50,2636,82,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
175201,0,54849,36,62,5,3,54,2,70,27,161,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
175201,0,54849,36,96,5,21,79,-16,62,180,138,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
175201,0,54849,36,76,13,47,63,-34,49,130,170,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
175201,0,54849,36,4,4,0,4,4,2,20,54,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11
175201,0,54849,36,41,41,0,41,41,22,2335,83,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
175201,0,54849,36,23,23,0,23,23,3,222,53,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16
175201,0,54849,36,46,1,17,41,-16,60,268,79,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3
175201,0,54849,36,25,25,0,25,25,15,2458,82,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16
175201,0,54849,36,91,91,0,91,91,21,271,342,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43
175201,0,54849,36,93,93,0,93,93,18,3071,96,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,22
175201,0,54849,36,56,3,19,52,-16,57,2180,77,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
175201,0,54849,36,239,239,0,239,239,18,640,248,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,46
175201,0,54849,36,39,6,33,35,-27,41,141,84,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
175201,0,54849,36,59,3,15,45,-12,70,2806,88,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
175201,0,54849,36,250,250,0,250,250,8,725,419,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,82
175201,0,54849,36,72,72,0,72,72,8,193,242,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,45
175201,0,54849,36,209,137,72,198,65,27,72,964,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33
175201,0,54849,36,88,14,39,65,-25,52,2193,93,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
175201,0,54849,36,189,7,41,168,-34,60,2401,83,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
175201,0,54849,36,42,5,37,40,-32,40,493,56,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
175201,0,54849,36,26,26,0,26,26,8,3781,78,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,29
175201,0,54849,36,32,32,0,32,32,3,2348,59,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,74
175201,0,54849,36,268,126,142,262,-16,27,691,175,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31
175201,0,54849,36,80,80,0,80,80,7,534,63,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,35
175201,0,54849,36,316,13,59,264,-46,69,97,419,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
175201,0,54849,36,98,27,71,80,-44,37,0,118,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10
175201,0,54849,36,165,165,0,165,165,15,1920,105,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42
175201,0,54849,36,61,2,9,56,-7,57,1091,63,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175201,0,54849,36,88,88,0,88,88,12,2600,69,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,26
175201,0,54849,36,92,92,0,92,92,4,638,159,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,74
175201,0,54849,36,35,8,27,30,-19,35,332,40,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
175201,0,54849,36,191,105,86,182,19,28,49,275,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,33
175201,0,54849,36,36,11,25,34,-14,31,2297,67,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
175201,0,54849,36,97,97,0,97,97,15,161,97,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11
175201,0,54849,36,130,8,40,115,-32,56,17,398,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
175201,0,54849,36,367,109,258,324,-149,39,373,394,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,47
175201,0,54849,36,35,35,0,35,35,7,29,244,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24
175201,0,54849,36,38,8,17,28,-9,51,768,74,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
175201,0,54849,36,51,8,20,38,-12,55,1828,56,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
175201,0,54849,36,61,61,0,61,61,15,29,302,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10
175201,0,54849,36,46,14,32,37,-18,43,29,208,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8
175201,0,54849,36,152,19,42,109,-23,63,73,220,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
175201,0,54849,36,28,28,0,28,28,16,25,136,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13
175201,0,54849,36,32,20,12,30,8,27,2172,65,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7
175201,0,54849,36,79,43,36,65,7,29,73,182,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22
175201,0,54849,36,46,23,23,44,0,29,24,117,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6
175201,0,54849,36,106,8,98,98,-90,48,141,245,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11
175201,0,54849,36,71,3,23,62,-20,57,2229,59,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4
175201,0,54849,36,224,24,66,186,-42,58,1949,221,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6
175201,0,54849,36,25,25,0,25,25,16,197,128,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
175201,0,54849,36,85,34,51,74,-17,40,2343,89,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15
175201,0,54849,36,146,14,80,125,-66,53,25,222,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
175201,0,54849,36,75,16,59,67,-43,32,24,162,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5
175201,0,54849,36,74,16,58,71,-42,35,36,110,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
175201,0,54849,36,63,63,0,63,63,8,99,129,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,58
175201,0,54849,36,245,149,96,236,53,26,145,410,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,38
175201,0,54849,36,179,11,48,145,-37,65,28,716,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
175201,0,54849,36,50,0,4,48,-4,70,2307,65,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
175201,0,54849,36,43,43,0,43,43,23,651,50,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4
175201,0,54849,36,165,165,0,165,165,5,0,600,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,155
175201,0,54849,36,157,157,0,157,157,20,22,375,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,31
175201,0,54849,36,117,117,0,117,117,13,0,316,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,38
175201,0,54849,36,102,8,55,93,-47,51,2018,71,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
175201,0,54849,36,125,17,44,105,-27,51,0,322,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
175201,0,54849,36,97,15,15,69,0,71,0,230,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
175201,0,54849,36,133,41,92,129,-51,32,2679,100,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6
175201,0,54849,36,35,15,20,26,-5,34,586,52,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4
175201,0,54849,36,83,83,0,83,83,10,0,324,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,58
175201,0,54849,36,47,2,13,41,-11,61,0,148,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
175201,0,54849,36,45,16,29,40,-13,37,67,107,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6
175201,0,54849,36,102,46,56,102,-10,27,195,153,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15
175201,0,54849,36,76,76,0,76,76,19,181,111,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20
175201,0,54849,36,121,10,54,101,-44,54,2338,87,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
175201,0,54849,36,0,0,0,0,0,0,558,102,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,52
175201,0,54849,36,219,19,37,171,-18,68,299,432,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
175201,0,54849,36,118,118,0,118,118,13,108,450,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,152
175201,0,54849,36,71,51,20,71,31,25,29,117,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
175201,0,54849,36,114,4,13,104,-9,63,2228,66,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
175201,0,54849,36,85,85,0,85,85,9,219,284,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,52
175201,0,54849,36,187,5,41,170,-36,58,104,338,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
175201,0,54849,36,111,111,0,111,111,7,95,350,24,0,1,0,0,0,0,0,0,1,0,0,0,0,0,71
175201,0,54849,36,59,3,8,53,-5,60,317,110,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
175201,0,54849,36,61,61,0,61,61,21,2551,77,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10
175201,0,54849,36,151,50,101,120,-51,36,95,223,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,23
175201,0,54849,36,243,30,213,216,-183,45,33,431,19,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
175201,0,54849,36,57,57,0,57,57,3,2891,93,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,60
175201,0,54849,36,18,18,0,18,18,2,0,77,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,41
175201,0,54849,36,109,71,38,106,33,27,0,257,19,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10
175201,0,54849,36,15,15,0,15,15,11,31,96,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6
175201,0,54849,36,0,0,0,0,0,0,28,129,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,45
175201,0,54849,36,198,198,0,198,198,24,0,447,16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,31
175201,0,54849,36,38,38,0,38,38,11,2659,81,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15
175201,0,54849,36,23,23,0,23,23,7,481,37,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2661,0,367,32,0,0,0,0,0,60,16,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2661,0,367,32,2,2,0,2,2,45,15,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2661,0,367,32,1,1,0,0,1,31,33,1,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2661,0,367,32,12,5,7,12,-2,28,827,1,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2661,0,367,32,0,0,0,0,0,17,1497,1,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2661,0,367,32,1,0,0,1,0,66,15,1,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2661,0,367,32,4,4,0,4,4,15,866,1,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2661,0,367,32,0,0,0,0,0,72,1557,1,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2661,0,367,32,7,1,6,7,-5,30,301,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1596968,0,127465,18,219,219,0,219,219,7,55,317,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,94
1596968,0,127465,18,662,264,398,634,-134,30,44,348,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29
1596968,0,127465,18,28,0,28,28,-28,47,35,51,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1596968,0,127465,18,21,7,14,21,-7,33,14,4,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1596968,0,127465,18,1360,103,802,1227,-699,50,21,172,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14
1596968,0,127465,18,264,10,37,239,-27,59,34,66,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5
1596968,0,127465,18,103,8,23,93,-15,58,60,161,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1596968,0,127465,18,131,11,120,124,-109,38,104,85,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4
1596968,0,127465,18,264,121,143,257,-22,27,48,348,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,48
1596968,0,127465,18,59,5,21,50,-16,60,31,75,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1596968,0,127465,18,214,80,134,205,-54,28,59,399,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,22
1596968,0,127465,18,727,232,495,687,-263,31,69,214,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,54
1596968,0,127465,18,284,29,255,259,-226,47,56,102,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
1596968,0,127465,18,20,20,0,20,20,13,27,42,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11
1596968,0,127465,18,489,489,0,489,489,13,22,62,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,95
1596968,0,127465,18,193,22,171,175,-149,45,71,70,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14
1596968,0,127465,18,240,16,103,214,-87,52,57,58,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
1596968,0,127465,18,721,148,573,671,-425,34,41,98,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,69
1596968,0,127465,18,262,262,0,262,262,20,40,78,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,28
1596968,0,127465,18,115,6,28,103,-22,59,89,49,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1596968,0,127465,18,113,6,107,108,-101,45,79,13,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
1596968,0,127465,18,627,296,331,606,-35,28,29,61,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,53
1596968,0,127465,18,541,541,0,541,541,13,29,61,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,115
1596968,0,127465,18,624,43,174,530,-131,58,39,389,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10
1596968,0,127465,18,67,67,0,67,67,19,277,16,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14
1596968,0,127465,18,90,16,74,79,-58,40,66,58,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
101655,0,33,8,0,0,0,0,0,9,123,2,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,27,33,3,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
101655,0,33,8,0,0,0,0,0,69,58,11,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
101655,0,33,8,0,0,0,0,0,13,93,3,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
101655,0,33,8,0,0,0,0,0,71,130,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,24,69,2,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
101655,0,33,8,0,0,0,0,0,9,58,2,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
101655,0,33,8,0,0,0,0,0,3,66,12,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5
101655,0,33,8,2,0,2,2,-2,45,66,2,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101655,0,33,8,1,0,1,1,-1,44,58,4,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101655,0,33,8,0,0,0,0,0,62,69,2,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
101655,0,33,8,1,1,0,1,1,4,131,4,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
101655,0,33,8,3,3,0,3,3,18,80,1,24,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
101655,0,33,8,0,0,0,0,0,50,77,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,39,66,5,24,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
101655,0,33,8,0,0,0,0,0,71,77,2,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,70,66,1,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
101655,0,33,8,5,0,0,5,0,61,179,14,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,51,163,1,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,70,49,1,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,7,40,1,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
101655,0,33,8,3,1,1,2,0,54,92,21,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,20,54,1,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
101655,0,33,8,1,1,0,1,1,30,51,4,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,30,49,2,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,26,26,3,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101655,0,33,8,2,2,0,2,2,29,26,25,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101655,0,33,8,2,2,0,2,2,10,82,3,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
101655,0,33,8,3,0,1,3,-1,57,33,1,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,25,80,1,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,38,118,1,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,36,51,1,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,7,118,4,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,17,118,3,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,4,80,2,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,0,51,1,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,52,26,13,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101655,0,33,8,2,0,2,2,-2,45,187,4,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,47,36,1,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,69,69,1,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101655,0,33,8,0,0,0,0,0,44,168,2,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101655,0,33,8,1,0,0,1,0,71,49,1,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101655,0,33,8,1,0,1,0,-1,62,73,4,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101655,0,33,8,0,0,0,0,0,62,75,1,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
101655,0,33,8,1,0,1,1,-1,29,59,28,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,34,58,2,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101655,0,33,8,4,0,0,4,0,54,30,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
101655,0,33,8,2,1,1,2,0,37,54,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,14,74,1,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
101655,0,33,8,0,0,0,0,0,65,74,1,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
101655,0,33,8,1,0,1,0,-1,52,37,1,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,1,45,3,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
101655,0,33,8,0,0,0,0,0,12,36,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,21,54,1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,59,77,6,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
101655,0,33,8,7,0,1,7,-1,60,59,11,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
101655,0,33,8,1,0,0,1,0,51,94,1,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,10,36,1,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
101655,0,33,8,1,1,0,1,1,12,59,1,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
101655,0,33,8,3,1,2,2,-1,55,28,16,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101655,0,33,8,0,0,0,0,0,5,40,3,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
101655,0,33,8,0,0,0,0,0,64,34,2,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,1,53,1,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
101655,0,33,8,2,0,2,2,-2,40,34,3,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,31,38,2,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,42,137,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,33,60,1,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
101655,0,33,8,0,0,0,0,0,50,0,2,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
101655,0,33,8,0,0,0,0,0,14,66,8,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
101655,0,33,8,1,0,0,1,0,65,52,2,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,19,75,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,31,22,1,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,49,53,1,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,3,72,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
101655,0,33,8,0,0,0,0,0,66,52,2,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
101655,0,33,8,1,0,0,1,0,66,63,11,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,22,17,4,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,42,101,2,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
101655,0,33,8,0,0,0,0,0,8,102,5,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
101655,0,33,8,6,0,0,6,0,53,141,1,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
101655,0,33,8,0,0,0,0,0,42,67,3,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
101655,0,33,8,0,0,0,0,0,48,51,1,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101655,0,33,8,0,0,0,0,0,6,87,1,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
101655,0,33,8,3,3,0,3,3,3,69,1,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5
101655,0,33,8,0,0,0,0,0,31,50,1,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
101655,0,33,8,0,0,0,0,0,30,71,1,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
101655,0,33,8,2,0,0,2,0,64,50,3,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,22,56,1,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
101655,0,33,8,1,1,0,1,1,29,117,1,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,11,31,2,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,12,30,1,24,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
101655,0,33,8,0,0,0,0,0,54,27,1,24,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
101655,0,33,8,0,0,0,0,0,70,62,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,69,73,1,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
101655,0,33,8,0,0,0,0,0,16,51,1,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3608,0,420,18,0,0,0,0,0,65,78,2,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3608,0,420,18,0,0,0,0,0,52,122,2,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3608,0,420,18,0,0,0,0,0,38,67,2,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3608,0,420,18,9,0,9,9,-9,45,73,15,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3608,0,420,18,0,0,0,0,0,23,240,1,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3608,0,420,18,0,0,0,0,0,34,175,2,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
3608,0,420,18,0,0,0,0,0,6,613,1,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3608,0,420,18,1,0,1,1,-1,51,2154,3,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3608,0,420,18,5,1,0,4,1,55,319,4,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3608,0,420,18,0,0,0,0,0,52,132,1,24,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3608,0,420,18,0,0,0,0,0,26,83,3,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3608,0,420,18,0,0,0,0,0,3,307,1,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3608,0,420,18,7,0,3,6,-3,55,25,1,24,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
