comm24,baseTime,shares,hrs,output
8,13,37,24,4
1,39,2,24,0
6,23,40,24,0
9,10,50,24,7
3,18,1,24,1
0,58,35,24,1
2,35,6,24,0
0,33,1,24,0
4,21,18,24,0
0,54,1,24,0
0,7,4,24,0
1,33,1,24,0
2,38,25,24,0
3,12,1,24,0
2,25,1,24,0
0,42,2,24,0
10,8,1,24,7
0,72,2,24,0
0,72,12,24,0
0,1,1,24,1
0,68,11,24,0
0,66,1,24,1
0,57,1,24,1
1,4,1,24,1
5,17,1,24,0
0,71,4,24,0
10,7,1,24,11
8,23,13,24,0
1,43,3,24,1
0,33,1,24,0
0,58,1,24,0
1,47,1,24,0
5,24,4,24,0
1,26,2,24,0
0,68,2,24,0
1,62,13,24,0
1,25,2,24,1
0,61,2,24,0
1,33,1,24,0
2,55,1,24,0
0,52,1,24,0
2,31,2,24,0
0,56,2,24,0
9,2,2,24,1
0,39,2,24,0
6,19,1,24,0
0,55,1,24,0
2,63,26,24,0
0,37,1,24,0
2,11,4,24,1
0,61,1,24,0
0,71,2,24,0
0,54,2,24,0
0,36,1,24,0
0,55,11,24,0
0,28,1,24,0
8,14,16,24,0
0,0,3,24,2
1,39,56,18,1
66,20,39,24,2
20,23,18,24,0
79,20,22,24,3
1,38,29,20,0
0,54,101,4,0
4,24,6,24,0
0,50,16,7,0
0,56,12,1,0
9,3,11,24,0
8,10,1,24,0
7,14,1,24,0
6,5,19,24,0
21,14,107,24,3
4,16,12,24,0
12,13,32,24,1
0,33,2,23,0
8,17,14,24,0
10,19,15,24,0
6,17,4,24,0
0,38,16,18,0
28,16,37,24,2
3,21,5,24,0
9,21,11,24,0
0,49,1,7,0
0,43,46,13,0
0,54,1,2,0
0,41,2,15,0
0,55,12,1,0
6,15,3,24,0
11,20,20,24,0
6,2,23,24,0
8,30,3,24,3
0,37,27,19,0
1,25,18,24,0
0,32,41,24,1
3,50,60,5,1
1,28,25,24,0
29,1,21,24,31
125,8,25,24,2
10,12,16,24,2
2,35,41,17,1
10,25,20,24,4
2,27,54,24,0
0,34,5,18,0
0,34,2,18,0
1,38,21,14,0
6,22,52,24,0
2,48,67,4,0
2,24,37,24,0
0,40,36,11,0
39,1,76,24,9
2,23,19,24,1
9,16,29,24,1
423,5,2,24,81
7,38,38,12,1
0,45,45,5,0
14,6,32,24,3
11,7,67,24,4
20,19,57,24,0
4,37,62,13,0
77,22,154,24,6
14,3,51,24,13
2,46,50,3,0
19,25,93,24,1
27,20,51,24,1
22,16,60,24,3
0,36,64,5,0
3,30,29,10,0
0,33,41,7,0
33,22,73,16,1
3,4,11,24,1
15,11,39,24,1
101,11,273,24,15
3,24,3,11,0
4,6,1,24,0
12,13,27,22,1
12,21,3,14,0
14,8,31,24,3
8,31,122,3,1
32,9,43,24,1
45,26,27,8,1
0,0,17,24,47
0,33,44,1,0
4,28,28,6,0
6,22,14,12,1
11,19,23,15,1
8,3,5,24,0
2,25,64,6,1
15,13,27,17,1
9,17,15,9,0
15,12,51,14,3
5,15,2,11,0
5,3,11,23,1
53,14,115,12,1
13,10,33,16,6
1,9,13,17,0
5,16,4,10,0
10,10,2,16,3
3,14,1,12,0
14,17,16,8,0
9,24,2,1,0
6,14,1,11,0
33,19,27,6,0
41,8,21,17,5
0,66,1,24,1
0,25,1,24,0
1,59,2,24,0
6,4,2,24,5
0,33,2,24,0
1,26,1,24,0
3,6,1,24,1
0,59,1,24,0
2,38,1,24,0
0,70,1,24,0
3,16,1,24,1
0,53,1,24,0
0,43,1,24,0
0,72,2,24,0
7,13,1,24,0
12,22,1,24,0
0,40,1,24,0
1,36,1,24,2
0,36,1,24,0
3,3,1,24,0
0,0,2,24,5
1,3,1,24,1
0,56,1,24,0
3,33,1,24,0
5,19,2,24,1
1,65,1,24,0
0,57,1,24,0
2,18,2,24,1
7,6,1,24,1
1,32,1,24,1
1,44,1,24,0
1,46,3,24,0
3,19,1,24,0
0,68,1,24,0
5,23,1,24,0
1,65,2,24,1
5,12,1,24,0
3,27,1,24,0
3,60,16,24,0
8,31,2,24,4
1,27,4,24,0
5,9,2,24,5
0,68,1,24,0
1,4,1,24,1
5,46,1,24,0
0,33,1,24,0
1,20,1,24,1
0,66,1,24,0
0,24,5,24,0
0,60,3,24,0
0,47,48,24,1
0,38,17,24,0
0,16,1,24,0
2,14,34,24,1
0,20,4,24,0
0,67,23,24,0
0,44,23,24,0
0,21,3,24,0
1,59,88,24,0
0,4,52,24,2
0,13,11,24,0
0,15,4,24,0
0,29,4,24,0
0,65,3,24,0
6,14,16,24,1
0,52,6,24,0
0,31,3,24,0
1,43,563,24,0
0,53,1,24,0
0,49,1,24,0
0,59,83,24,0
0,53,30,24,0
0,72,34,24,0
0,49,91,24,0
0,46,3,24,0
0,71,46,24,0
2,17,24,24,0
2,24,23,24,0
0,48,2,24,0
2,3,33,24,1
0,3,37,24,1
0,23,2,24,0
0,42,4,24,0
0,45,2,24,0
0,68,3,24,0
0,46,1,24,0
0,31,2,24,0
0,55,1,24,0
0,5,41,24,2
0,18,4,24,0
0,1,4,24,1
1,10,25,24,1
0,71,64,24,0
0,3,83,24,7
0,9,25,24,0
0,33,77,24,0
1,53,153,24,0
0,2,44,24,0
0,29,43,24,0
0,56,4,24,0
0,42,37,24,0
1,43,163,24,1
0,3,36,24,1
1,35,22,24,0
0,51,19,24,2
4,45,323,24,0
0,32,42,24,0
7,19,64,24,0
0,71,12,24,0
0,8,36,24,2
1,26,13,24,0
2,45,56,24,0
0,42,3,24,0
0,24,35,24,1
0,16,16,24,0
2,43,115,24,0
0,59,3,24,0
0,62,64,24,1
0,48,33,24,0
0,29,52,24,1
0,71,3,24,0
2,4,41,24,4
2,29,37,24,0
0,32,20,24,0
0,15,27,24,0
0,20,14,24,0
0,17,14,24,0
1,64,52,24,0
0,39,30,24,0
0,52,31,24,0
0,8,30,24,0
0,34,36,24,0
0,29,32,24,0
0,23,77,24,0
1,44,38,24,0
2,19,51,24,0
0,48,5,24,0
2,30,1,24,0
0,47,25,24,1
0,71,35,24,0
0,59,11,24,0
0,35,5,24,1
0,59,3,24,0
0,43,2,24,0
1,7,48,24,1
0,44,45,24,0
0,66,1,24,0
2,2,61,24,0
2,3,56,24,0
0,24,13,24,0
1,17,19,24,0
0,37,21,24,0
0,60,14,24,0
1,17,30,24,0
1,16,23,24,0
0,44,18,24,0
0,72,2,24,0
0,38,11,24,0
1,4,63,24,1
0,59,21,24,0
0,52,28,24,0
0,60,21,24,0
0,15,1,24,0
0,8,5,24,0
0,9,1,24,0
2,15,17,24,1
0,53,61,24,0
0,22,17,24,0
0,4,33,24,3
0,49,39,24,0
0,37,22,24,0
1,28,38,24,0
0,52,1,24,0
0,43,19,24,0
0,59,19,24,0
0,72,3,24,0
0,65,14,24,0
0,0,1,24,1
0,54,2,24,0
0,66,1,24,0
0,29,14,24,0
0,66,51,24,0
0,29,36,24,0
0,66,4,24,0
0,49,27,24,0
1,38,18,24,0
0,1,19,24,0
0,3,5,24,0
0,42,5,24,0
0,9,1,24,0
2,42,191,24,0
0,72,6,24,0
0,56,17,24,0
0,42,11,24,0
0,49,3,24,0
0,38,67,24,1
0,16,5,24,0
2,18,4,24,2
0,2,3,24,0
0,45,23,24,0
0,52,14,24,0
0,17,7,24,0
0,24,107,24,0
0,8,2,24,0
0,32,1,24,0
0,48,63,24,0
0,38,23,24,0
0,7,3,24,0
0,34,3,24,0
0,50,14,24,0
0,20,2,24,0
0,54,55,24,0
0,49,12,24,0
1,27,47,24,1
0,58,24,24,0
0,68,3,24,0
0,60,1,24,0
0,68,23,24,0
1,51,22,24,0
3,17,64,24,0
0,20,6,24,1
0,64,226,24,0
0,27,32,24,0
0,42,14,24,0
0,60,13,24,0
0,46,35,24,0
1,41,26,24,0
4,20,56,24,0
0,15,20,24,0
0,56,5,24,0
1,8,31,24,1
0,32,26,24,0
0,65,2,24,0
0,30,4,24,0
0,58,22,24,0
0,41,12,24,0
0,50,60,24,1
0,54,18,24,0
0,36,23,24,0
0,67,33,24,0
0,69,25,24,1
0,27,20,24,0
5,23,40,24,0
1,8,11,24,0
1,20,17,24,0
0,28,28,24,0
4,10,37,24,1
0,62,21,24,0
0,53,19,24,0
0,16,20,24,0
1,6,71,24,0
0,15,54,24,1
0,52,27,24,0
0,63,34,24,2
0,61,13,24,0
0,57,1,24,0
1,10,2,24,1
0,33,1,24,0
0,72,4,24,0
3,29,28,24,1
1,28,28,24,2
6,36,217,24,2
0,19,3,24,0
0,57,12,24,0
1,22,18,24,0
0,40,11,24,0
2,34,57,24,0
0,46,3,24,0
3,25,27,24,0
0,45,4,24,0
0,2,144,24,8
0,26,1,7,0
27,47,2303,24,3
0,71,960,24,1
578,6,3532,24,252
107,29,1902,24,7
99,13,302,24,15
305,19,1202,16,27
30,6,23,24,5
3,50,70,24,0
194,13,1034,24,26
25,34,245,24,8
11,35,154,24,1
7,27,2,24,0
327,16,120,24,21
6,53,19,24,1
14,48,5,24,0
5,47,11,24,1
4,59,305,24,0
34,5,181,24,10
11,29,166,24,7
24,6,2,24,8
0,66,11,24,0
1,55,21,24,0
0,40,14,24,0
4,31,3,24,0
2,32,23,24,1
0,55,2,24,0
8,50,11,24,0
0,38,21,24,0
125,9,2,24,23
8,1,2,24,26
3,72,13,24,0
9,32,192,24,4
1,71,2317,24,0
2,30,1,24,0
5,46,1,24,2
17,50,426,24,2
0,0,433,24,201
2,56,103,24,1
10,32,57,24,1
27,13,30,24,5
12,55,18,24,2
4,5,11,24,0
1,53,3,24,0
10,40,45,24,4
0,43,1,24,0
38,6,11,24,15
35,40,28,24,10
51,8,17,24,17
4,59,22,24,0
60,7,151,24,14
28,2,20,24,36
1,66,4,24,0
0,0,2475,24,236
0,71,19,24,0
122,7,16,24,27
1,67,35,24,0
59,6,14,24,16
0,68,18,24,0
6,41,27,24,3
0,72,1,24,0
12,26,4,24,1
108,23,45,24,4
189,11,397,24,32
14,8,15,24,1
2,36,30,24,1
12,53,270,24,1
103,26,377,24,14
50,7,83,24,11
121,34,47,24,25
6,69,2404,24,1
85,37,6282,24,15
7,7,22,24,1
23,31,1,24,6
4,58,75,24,0
29,23,7,24,3
15,22,46,24,0
0,71,61,24,0
6,11,1,24,2
67,12,17,24,16
4,24,2,24,0
26,12,15,24,7
0,60,316,24,1
20,54,7520,24,3
43,9,3,24,7
221,33,50,24,22
87,31,13,24,7
7,39,2,24,0
109,5,51,24,98
195,10,16,24,44
159,5,3,24,47
25,20,11,24,2
0,45,20,15,1
194,4,22,24,164
41,9,18,24,17
15,35,17,9,1
150,1,49,24,191
272,11,1007,24,74
84,14,885,24,31
0,1,1,24,0
0,13,1,24,0
0,72,13,24,2
0,54,1,24,0
0,58,1,24,0
0,51,1,24,0
0,39,1,24,0
2,19,1,24,0
0,62,4,24,0
0,29,1,24,0
0,10,4,24,0
0,53,1,24,0
0,30,1,24,0
0,19,1,24,0
0,32,1,24,0
0,57,2,24,0
0,67,1,24,0
0,20,1,24,0
0,44,1,24,0
0,21,1,24,0
0,3,1,24,0
0,41,1,24,0
0,52,1,24,0
0,61,1,24,0
0,65,2,24,0
5,7,12,24,3
0,33,11,24,0
2,62,1,24,0
1,61,62,24,0
4,8,13,24,8
0,48,6,24,0
0,63,19,24,0
0,54,4,24,0
2,51,59,24,0
0,42,33,24,0
0,57,15,24,0
0,64,46,24,0
2,37,18,24,0
3,69,3,24,2
0,38,2,24,0
1,55,38,24,0
1,47,22,24,0
0,67,16,24,1
1,27,15,24,0
0,59,20,24,0
2,37,12,24,1
1,39,1,24,0
4,29,47,24,1
1,59,16,24,0
1,5,64,24,4
0,69,31,24,0
1,50,1,24,0
0,66,11,24,0
0,55,47,24,0
4,21,1,24,0
3,12,26,24,2
0,48,50,24,0
0,64,26,24,0
0,10,2,24,0
10,22,38,24,1
6,28,2,24,1
0,64,1,24,0
0,60,65,24,0
3,41,27,24,0
2,34,52,24,0
0,40,2,24,0
0,71,21,24,0
0,71,2,24,0
0,44,40,24,0
0,23,23,24,0
1,36,14,24,0
0,72,1,24,0
1,10,1,24,0
0,69,80,24,0
0,65,20,24,0
0,60,37,24,0
1,24,49,24,0
4,24,75,24,0
2,45,33,24,0
0,71,16,24,0
0,69,2,24,0
4,33,18,24,1
0,57,16,24,0
2,31,14,24,0
11,20,3,24,1
0,69,61,24,0
1,31,35,24,1
0,35,32,24,0
3,40,37,24,0
0,43,14,24,0
1,23,37,24,0
2,9,49,24,0
0,50,88,24,0
0,50,12,24,0
15,14,29,24,0
0,55,1,24,0
0,41,38,24,0
5,5,12,24,4
2,7,1,24,0
5,10,75,24,2
9,33,26,24,2
0,35,2,24,0
1,45,17,24,0
1,45,13,24,0
8,8,30,24,4
0,40,3,24,0
10,23,129,24,2
0,47,65,24,0
0,17,12,24,1
3,3,38,24,4
0,27,1,24,0
0,68,2,24,0
0,71,2,24,0
0,70,13,24,0
0,38,4,24,0
0,44,1,24,0
2,32,11,24,0
0,48,1,24,0
1,32,2,24,0
0,61,4,24,0
1,28,11,24,0
0,64,20,24,0
0,50,17,24,0
0,11,2,24,0
0,11,1,24,0
0,12,2,24,1
0,44,1,24,0
0,4,13,24,0
0,49,2,24,0
0,30,2,24,0
0,45,3,24,0
0,67,1,24,0
0,18,3,24,0
3,26,24,24,0
1,22,12,24,0
0,17,2,24,0
2,7,3,24,1
0,45,3,24,0
0,30,18,24,0
0,17,1,24,0
0,31,2,24,0
0,35,1,24,0
1,35,1,24,0
2,14,18,24,1
0,43,1,24,0
0,25,1,24,0
1,42,22,24,0
0,46,1,24,0
0,52,1,24,0
0,22,3,24,0
0,38,22,24,1
1,38,13,24,1
12,30,2,24,3
0,10,14,24,0
0,59,20,24,0
0,45,2,24,0
1,53,1,24,0
0,63,2,24,0
0,2,3,24,0
0,68,27,24,0
0,64,1,24,0
1,27,1,24,0
0,62,13,24,0
1,58,38,24,0
0,1,11,24,1
3,10,3,24,2
0,18,17,24,0
1,18,1,24,0
0,43,20,24,0
0,0,1,24,1
0,54,26,24,0
0,69,1,24,0
0,60,1,24,0
0,69,36,24,1
1,28,11,24,0
0,70,1,24,0
0,61,29,24,0
0,30,29,24,0
2,18,13,24,0
0,35,1,24,0
1,27,1,24,0
2,6,47,24,1
0,0,1,24,0
0,57,6,24,0
0,7,2,24,0
0,31,1,24,0
0,49,1,23,1
1,27,1,24,0
0,37,1,24,1
3,23,1,24,0
0,26,2,24,0
0,42,1,24,0
4,3,1,24,4
3,23,1,24,1
0,70,1,24,0
0,42,1,24,0
1,11,1,24,0
2,59,6,24,0
0,23,1,24,0
0,39,1,24,0
1,6,1,24,0
0,21,19,24,0
0,67,15,24,0
0,39,1,24,1
0,9,108,24,5
3,14,1,24,0
0,17,1,24,0
0,51,2,24,0
0,42,2,24,0
36,9,16,24,15
0,9,1,24,0
2,10,2,24,2
4,3,2,24,0
0,6,1,24,0
0,67,2,24,0
0,66,2,24,0
3,18,1,24,0
1,50,2,24,0
1,41,15,24,0
1,34,27,24,0
0,38,3,24,0
4,6,2,24,1
0,40,13,24,0
0,70,2,24,0
2,34,6,24,0
2,28,20,24,1
4,22,18,24,1
0,67,14,24,0
0,61,13,24,0
20,32,17,24,1
3,11,1,24,0
1,41,1,24,0
3,18,4,24,3
8,7,24,24,7
2,46,18,24,0
0,60,3,24,0
0,54,1,24,1
1,56,65,24,1
22,10,32,24,5
30,18,68,24,5
7,18,30,24,2
1,71,57,24,0
5,35,27,24,0
8,32,13,24,0
16,11,30,24,7
0,51,3,24,0
2,59,39,24,0
1,30,1,24,0
9,20,3,24,0
22,8,156,24,40
4,5,13,24,9
1,1,2,24,2
0,66,3,24,0
7,24,16,24,0
0,0,11,24,3
9,15,21,24,7
0,54,33,24,0
47,3,158,24,63
1,3,2,24,2
4,21,3,24,0
0,53,66,24,0
0,47,1,24,0
5,13,2,24,0
0,60,198,24,0
28,26,151,24,2
0,45,1,24,0
1,55,54,24,0
0,50,1,24,0
0,5,2,24,0
2,43,33,24,0
1,47,2,24,1
1,27,22,24,0
3,64,175,24,0
1,39,1,24,0
43,10,271,24,10
0,71,53,24,0
0,55,1,24,0
6,20,33,24,5
4,53,90,24,0
5,47,50,24,1
0,54,15,24,0
0,58,51,24,0
5,35,1,24,0
28,11,45,24,3
9,13,20,24,2
11,33,59,24,0
2,8,2,24,0
11,11,4,24,8
3,64,62,24,1
7,54,67,24,2
11,10,1,24,1
0,71,73,24,0
1,57,20,24,0
17,30,36,24,1
1,51,1,24,0
0,32,13,24,0
12,1,21,24,4
3,27,1,24,0
1,64,47,24,0
1,10,4,24,2
1,69,19,24,0
0,56,29,24,0
7,36,44,24,0
8,33,30,24,3
0,24,1,24,0
1,28,1,24,0
7,31,52,24,6
22,25,110,24,4
6,40,30,24,1
4,67,152,24,2
1,42,4,24,1
1,37,6,24,0
15,19,48,24,9
12,53,285,24,0
1,24,24,24,2
0,32,11,24,0
2,65,64,24,1
60,4,213,24,71
18,14,14,24,4
33,15,230,24,24
8,52,143,24,1
0,66,75,24,0
5,26,2,24,0
13,38,29,24,2
8,36,54,24,2
35,5,1,24,8
28,26,93,24,10
33,9,45,24,12
7,4,3,24,3
22,22,29,24,2
0,69,184,24,0
1,64,89,24,1
44,22,50,24,3
1,50,15,24,0
0,43,2,24,0
3,32,1,24,3
0,57,1,24,0
42,10,13,24,3
6,34,59,24,3
0,51,2,24,1
166,11,186,24,43
3,51,43,24,2
3,49,2,24,0
3,40,29,24,0
22,34,128,24,3
0,63,2,24,0
9,19,28,24,5
34,24,53,24,3
19,29,95,24,3
3,7,1,24,1
18,40,109,24,4
0,29,2,24,0
34,34,138,24,4
3,14,33,24,1
1,58,1,24,0
16,27,57,24,2
27,19,60,24,6
11,37,113,24,1
1,59,66,24,0
17,20,11,24,1
0,56,1,24,0
25,2,133,24,25
417,20,1252,24,95
9,63,421,24,5
22,18,23,24,3
58,21,39,24,9
250,17,327,24,41
1,4,1,24,5
8,38,37,24,0
0,62,58,24,1
1,49,68,24,0
47,33,40,24,0
3,49,73,24,1
35,2,308,24,163
17,35,45,24,1
2,9,4,24,0
0,27,35,24,0
0,45,1,24,0
21,4,69,24,17
4,3,1,24,15
63,4,144,24,58
12,30,26,24,2
1,62,18,24,0
2,55,16,24,0
0,53,3,24,0
18,70,81,24,2
16,29,30,24,3
18,39,49,22,0
17,3,103,24,36
0,58,1,24,0
0,45,4,24,0
0,30,2,24,0
0,22,1,24,0
3,27,1,24,2
0,51,1,24,0
0,23,1,24,0
0,14,2,24,0
0,51,1,24,0
1,45,5,24,0
5,20,2,24,1
0,66,1,24,0
0,43,1,24,0
0,41,1,24,0
2,19,2,24,0
0,31,1,24,0
2,19,2,24,0
0,54,1,24,0
0,4,5,24,2
0,69,2,24,0
0,33,1,24,0
0,71,3,24,0
0,42,11,24,1
1,35,4,24,1
8,27,1,24,0
0,53,4,24,0
1,65,1,24,0
0,32,1,24,0
0,71,3,24,0
0,0,33,24,6
0,25,20,24,0
1,23,11,24,1
0,60,2,24,0
0,35,1,24,0
6,58,1,24,0
0,27,1,24,0
1,15,1,24,0
0,7,4,24,0
1,63,1,24,0
6,25,1,24,1
0,72,3,24,0
3,39,4,24,2
0,1,2,24,4
0,44,4,24,0
2,22,3,24,0
0,52,2,24,0
0,21,1,24,0
68,1,82,24,102
68,44,216,24,31
1,49,16,24,0
43,21,14,24,6
51,65,1890,24,6
20,63,209,24,8
93,27,291,24,27
33,4,594,24,33
79,12,260,24,23
5,56,19,24,0
0,48,16,24,1
4,58,43,24,1
92,29,143,24,24
76,28,212,24,18
326,20,551,24,85
14,50,148,24,2
343,11,839,24,134
57,27,78,24,13
4,42,31,24,2
11,26,2,24,2
210,14,148,24,45
883,32,1548,24,184
3,68,141,24,1
17,68,486,2,0
168,20,360,24,58
34,21,1,24,5
8,30,21,24,1
21,11,1,24,1
21,13,50,24,9
0,69,4,24,0
39,5,24,24,10
3,51,3,24,0
3,44,1,24,0
17,17,49,24,1
2,46,1,24,0
0,0,332,24,225
0,52,13,24,0
2,38,1,24,1
9,37,2,24,3
79,18,3,24,10
50,26,1,24,4
4,11,15,24,1
15,5,1,24,5
0,70,2,24,0
3,60,1,24,0
0,72,12,24,0
33,21,3,24,0
6,51,3,24,2
5,49,1,24,0
15,28,2,24,3
20,25,20,24,2
0,58,2,24,0
4,48,20,24,0
9,24,11,24,0
9,45,22,24,3
2,48,4,24,0
10,58,193,24,0
9,8,4,24,1
20,37,11,24,6
0,46,4,24,0
4,53,65,24,2
3,55,23,24,2
23,35,5,24,11
35,29,19,24,10
0,33,1,24,1
2,52,2,24,0
56,59,33,24,13
25,61,18,24,0
99,6,22,24,42
7,48,16,24,0
7,44,3,24,5
72,25,11,24,8
254,8,2,24,48
123,10,21,24,42
8,49,127,24,0
3,53,17,24,1
7,17,24,24,0
1,49,36,24,0
24,5,2,24,4
44,11,42,24,8
9,51,11,24,0
3,32,18,24,0
53,20,1,24,11
21,5,1,24,8
0,44,3,24,1
31,1,1,24,29
11,2,26,24,17
12,20,3,24,2
53,9,3,21,7
0,44,1,6,0
8,29,2,24,0
6,4,1,24,1
0,71,73,24,0
6,69,88,24,1
7,28,32,24,0
0,72,1,24,0
0,50,2,24,0
0,42,3,24,0
0,25,1,24,0
0,30,2,24,0
0,23,1,24,0
0,56,2,24,0
1,14,1,24,0
2,9,3,24,1
0,48,2,24,0
0,13,2,24,0
0,7,1,24,0
0,61,2,24,0
0,43,1,24,0
1,11,1,24,1
0,38,1,24,0
0,43,1,24,0
0,48,1,24,0
1,36,1,24,0
0,15,2,24,0
0,69,3,24,0
0,34,1,24,0
5,25,2,24,0
0,48,3,24,0
0,16,1,24,0
0,9,1,24,0
0,60,3,24,0
0,54,3,24,0
0,22,4,24,0
0,33,1,24,0
0,35,1,24,0
0,66,1,24,0
0,6,1,24,0
0,24,2,24,0
0,17,1,24,0
0,42,2,24,0
0,10,1,24,1
2,19,2,24,0
1,37,1,24,0
0,52,5,24,0
3,10,1,24,0
0,72,2,24,0
0,36,1,24,0
0,56,1,24,0
7,21,1,24,1
0,47,1,24,0
0,70,2,24,0
0,41,1,24,0
0,58,1,24,0
0,57,1,24,0
0,70,1,24,0
0,47,1,24,0
0,71,1,24,0
0,19,4,24,0
0,59,1,24,0
0,65,1,24,0
0,27,1,24,0
0,23,1,24,0
0,69,1,24,0
0,17,1,24,0
0,35,2,24,0
2,3,3,24,1
1,19,2,24,0
0,6,1,24,0
0,55,1,24,0
0,44,1,24,0
0,11,1,24,0
0,47,4,24,0
2,16,1,24,0
1,23,1,24,0
0,63,1,24,0
0,21,2,24,0
0,25,1,24,0
0,52,1,24,0
0,19,1,24,0
0,70,2,24,0
33,31,58,24,1
20,45,28,24,1
0,47,2,24,0
108,34,303,24,41
233,22,100,24,29
112,29,14,24,15
2,67,51,24,0
17,39,40,24,4
16,43,23,24,1
4,54,46,24,0
2,72,36,24,0
32,8,60,24,5
4,56,95,24,2
3,59,13,24,1
15,33,29,24,0
0,62,13,24,0
42,18,27,24,1
0,55,15,24,0
20,28,24,24,1
13,29,288,24,1
75,20,28,24,5
101,31,52,24,13
62,10,22,24,20
7,18,13,24,0
0,68,120,24,0
5,58,49,24,4
8,42,385,24,3
2,63,23,24,3
2,63,53,24,0
51,9,28,24,14
15,4,44,24,15
28,15,21,24,5
18,20,51,24,1
1,72,50,24,0
14,21,18,24,3
8,44,38,24,0
2,27,12,24,1
4,53,53,24,4
111,45,420,24,15
115,7,38,24,60
3,37,3,24,0
1,59,2,24,1
0,68,25,24,0
0,64,2,24,0
0,72,3,24,0
7,45,11,24,0
7,16,49,24,4
87,24,14,24,6
8,11,5,24,1
19,45,27,24,1
0,59,3,24,0
0,40,1,24,0
52,10,1,24,41
328,19,32,24,31
79,5,19,24,25
3,51,27,24,1
44,10,17,24,14
11,30,14,24,1
2,56,21,24,1
26,36,27,24,5
66,6,43,24,19
23,43,141,24,11
2,43,2,24,2
9,32,30,3,0
9,7,1,24,0
0,53,1,24,0
32,15,266,24,5
2,18,1,24,0
3,2,1,24,2
0,51,3,24,0
2,17,3,24,0
32,3,142,24,19
0,33,27,24,1
13,34,2107,24,1
17,6,42,24,8
17,30,269,24,2
5,38,42,24,2
31,24,1,24,1
4,54,160,24,1
1,69,24,24,0
5,30,52,24,0
14,6,1,24,2
29,16,348,24,9
4,32,100,24,0
3,18,3,24,0
6,5,48,24,2
0,52,12,24,1
13,15,3,24,3
7,6,15,24,3
5,12,3,24,0
0,66,30,24,0
0,69,53,24,0
1,65,153,24,0
3,7,2,24,4
4,42,70,24,0
6,16,2,24,2
15,21,92,24,0
2,42,90,24,1
0,67,2,24,0
0,56,2,24,0
1,35,57,24,1
9,9,17,24,1
0,69,80,24,0
8,1,1,24,6
0,69,13,24,0
0,53,109,24,0
1,17,12,24,1
4,18,50,24,1
5,8,12,24,1
1,59,2,24,1
2,5,27,24,1
1,31,11,24,0
0,63,15,24,1
1,29,3,24,0
28,3,280,24,10
4,34,19,24,0
0,35,6,24,0
1,45,21,24,0
0,68,41,24,0
1,34,33,24,0
4,28,1,24,0
49,26,36,24,9
24,69,128,24,11
119,37,234,24,42
423,22,842,24,52
0,9,1,24,0
6,2,2,24,3
0,0,48,24,0
0,31,17,24,0
0,55,287,24,0
4,30,1,24,0
0,71,21,24,0
1,49,80,24,0
0,11,1,24,0
0,7,1,24,0
10,14,153,24,4
0,38,39,24,0
3,57,194,24,1
0,62,14,24,0
1,15,13,24,2
0,36,2,24,0
5,13,1,24,0
0,16,2,24,0
12,18,78,24,3
2,10,4,24,0
4,30,34,24,0
0,66,30,24,0
26,3,362,24,10
6,29,84,24,0
9,4,57,24,5
0,69,32,24,0
1,32,52,24,0
0,26,65,24,0
0,70,32,24,0
0,54,54,24,0
2,8,1,24,2
0,26,4,24,0
0,54,1,24,0
0,43,3,24,1
8,30,86,24,1
0,37,44,23,0
0,55,1,24,0
0,41,1,24,0
0,59,1,24,0
595,19,173,24,81
6,62,223,24,1
6,56,145,24,4
121,21,44,24,17
492,10,120,24,81
124,35,210,24,47
56,44,1370,24,11
28,44,40,24,5
116,22,221,24,14
228,3,41,24,167
14,52,28,24,2
71,4,464,24,92
70,13,77,24,16
0,43,1,24,0
7,13,3,24,0
3,25,3,24,0
6,15,11,24,1
3,46,23,24,0
2,9,1,24,1
0,26,1,24,0
1,36,1,24,0
17,7,36,24,5
0,54,2,24,0
0,43,1,24,0
0,59,4,24,0
0,70,6,24,1
1,26,1,24,0
1,26,2,24,0
4,5,28,24,8
1,40,23,24,0
0,69,1,24,0
3,14,39,24,3
4,45,38,24,0
6,12,31,24,3
0,37,12,24,1
5,50,2,24,0
0,56,23,24,0
0,70,1,24,0
6,11,1,24,2
0,52,1,24,0
4,20,3,24,0
0,68,2,24,0
1,30,76,24,0
0,39,23,24,2
0,72,1,24,0
7,16,14,24,0
1,59,2,24,0
8,25,1,24,4
0,5,21,24,2
0,57,1,24,0
0,52,2,24,0
7,8,1,24,3
5,17,17,24,0
0,68,2,24,0
0,60,12,24,0
10,23,20,24,2
0,63,2,24,0
41,19,240,24,7
13,53,2202,24,6
10,31,182,24,4
0,69,2,24,0
0,65,13,24,2
0,52,4,24,2
11,15,12,24,5
5,19,73,24,0
13,5,19,24,5
5,26,1,24,0
0,63,1,24,0
6,26,2,24,3
1,48,2,24,1
16,15,2,24,1
1,35,4,24,0
3,46,3,24,1
18,3,77,24,21
6,40,4,24,0
5,14,2,24,1
18,29,2,24,5
1,70,15,24,2
0,38,2,24,0
12,4,1,24,9
0,38,3,24,0
5,27,12,24,2
2,7,3,24,0
2,43,1,24,3
0,3,1,24,0
17,52,66,24,5
72,42,250,24,25
0,0,574,24,190
7,38,45,24,1
44,39,64,24,22
97,47,1467,24,31
5,69,36,24,1
